,0
532,0.237346
533,0.02092719
534,0.3202523
535,0.2318953
536,0.3389465
537,0.1201982
538,0.3311008
539,0.3213218
540,0.2550071
541,0.09155437
542,0.1495193
543,0.418361
544,0.1610895
545,0.2045557
546,0.3116201
547,0.2066358
548,0.3439752
549,0.06271134
550,0.3386193
551,0.2177329
552,-0.1886101
553,0.1147398
554,0.3016942
555,0.3923215
556,0.2268128
557,0.3058595
558,0.203125
559,0.3347317
560,0.3547317
561,0.304652
562,0.08647283
563,0.2636854
564,0.2218608
565,0.008419001
566,0.1313965
567,0.3032717
568,0.2546327
569,0.1812054
570,0.1963803
571,0.1375129
572,0.1107836
573,0.157133
574,0.2350789
575,0.1506762
576,0.1722495
577,0.09380251
578,0.1411062
579,0.159622
580,0.1260486
581,0.1003356
582,0.0711372
583,0.3031185
584,0.2225359
585,0.06575888
586,0.1644199
587,0.2068345
588,0.2308288
589,-0.1019706
590,0.2895575
591,0.2438474
592,0.3883072
593,0.279483
594,-0.06345592
595,0.1176074
596,0.3507859
597,0.02997186
598,0.4999588
599,0.05434178
600,0.0497448
601,0.199442
602,0.1751424
603,0.1839517
604,0.40802
605,0.2250471
606,0.1714988
607,0.193813
608,0.178137
609,0.03848835
610,0.3380706
611,0.245877
612,0.1750965
613,0.4191848
614,0.4112508
615,0.2466766
616,0.502599
617,0.3624618
618,0.3597169
619,0.2963788
620,0.4972199
621,0.08119552
622,0.3973965
623,0.1505434
624,0.1977549
625,0.5136311
626,0.4404088
627,0.3083771
628,0.2159464
629,0.2302692
630,0.3378876
631,0.264834
632,0.379774
633,0.1929489
634,0.06860702
635,0.1888871
636,0.1374863
637,0.3426146
638,0.3509768
639,0.1752118
640,0.01243266
641,0.2489401
642,0.2811803
643,0.3269172
644,0.05692919
645,0.09471023
646,-0.03085396
647,0.2317624
648,0.2124985
649,0.3043595
650,0.3334287
651,0.1873217
652,-0.001166813
653,0.1110861
654,0.2539979
655,0.1606733
656,0.3904728
657,0.09577357
658,0.208697
659,0.1725848
660,0.1571961
661,0.3857149
662,0.3108391
663,0.3749101
664,0.3806472
665,0.3429634
666,0.321205
667,0.3072427
668,0.2934933
669,0.2769146
670,0.4431562
671,0.1908391
672,0.4236345
673,0.2659102
674,-0.04370791
675,0.3801775
676,0.4125945
677,0.2718917
678,0.2681378
679,0.2235945
680,0.006743625
681,0.27942
682,0.1421555
683,0.1002481
684,0.1333646
685,0.06809023
686,0.1740021
687,0.1868376
688,0.2442522
689,0.3825497
690,0.3930466
691,0.2983653
692,0.2423328
693,0.3417145
694,0.2328612
695,0.3320208
696,0.1845589
697,0.2881964
698,0.3126802
699,0.1202368
700,0.1379255
701,0.2028471
702,0.2464985
703,0.1676133
704,0.2113022
705,0.01543226
706,0.3010012
707,0.1768939
708,0.273604
709,0.07960072
710,0.2780165
711,0.2286152
712,0.2909985
713,0.02988165
714,0.2270385
715,0.4567619
716,0.007419163
717,0.3177006
718,0.2163987
719,-0.02140239
720,0.09241399
721,0.1366437
722,0.3081826
723,0.1123417
724,0.2632784
725,0.24389
726,0.2430562
727,0.3366445
728,0.186604
729,0.281514
730,0.2073855
731,0.3019763
732,0.2967741
733,0.05360243
734,0.2426142
735,0.08099955
736,0.003754395
737,0.2529233
738,0.1640699
739,0.396838
740,0.1882902
741,0.3039889
742,0.196036
743,0.1066703
744,0.03779236
745,0.2573663
746,0.3568686
747,0.2020328
748,0.1786707
749,-0.001640455
750,0.08948692
751,0.07510628
752,0.2625795
753,-0.0001848298
754,0.2624984
755,0.1136
756,0.248007
757,0.2442684
758,0.2066594
759,0.3297548
760,0.2834262
761,0.3331632
762,0.3057221
763,0.3868411
764,0.4049077
765,0.2966706
766,0.277397
767,0.183423
768,0.2278004
769,0.3320045
770,0.0798289
771,0.3328916
772,0.1094334
773,0.2366085
774,0.4440861
775,0.1562121
776,0.1210081
777,0.2987909
778,0.3033249
779,0.07524768
780,0.2935218
781,0.01620045
782,0.1840135
783,0.1407471
784,0.1048328
785,0.2499997
786,0.3164924
787,0.2875719
788,0.2045768
789,0.3140302
790,0.09872086
791,-0.05587656
792,0.3765081
793,0.2187457
794,0.2863481
795,0.1506582
796,0.04752664
797,0.2265985
798,0.1766933
799,0.1479129
800,0.4579031
801,0.3175187
802,0.1492909
803,0.01146532
804,0.2005779
805,-0.005352702
806,0.5666527
807,0.1627032
808,0.2093067
809,0.2205579
810,0.1952186
811,0.2015155
812,0.01966798
813,0.2608361
814,0.1506769
815,0.2192229
816,0.1867419
817,-0.09062815
818,0.1252254
819,0.2330928
820,0.3274404
821,-0.06991432
822,0.1670366
823,0.1004531
824,0.3149374
825,0.2036994
826,0.03484065
827,0.2057868
828,0.2670209
829,0.2841695
830,0.2048695
831,0.0685062
832,0.3179045
833,0.03448406
834,0.1993195
835,0.3151417
836,0.396831
837,0.1206315
838,0.3579207
839,0.09844986
840,0.1375371
841,0.1562616
842,0.2168935
843,0.3204263
844,0.2567715
845,0.2115938
846,0.3368449
847,0.2536761
848,0.3898932
849,0.2420892
850,0.1208549
851,0.4267471
852,0.1531669
853,0.2902068
854,0.1860668
855,0.3014597
856,0.1100261
857,-0.08018303
858,0.370858
859,0.1027803
860,0.06777396
861,0.06785139
862,0.1084029
863,0.3780207
864,0.2269627
865,0.2753572
866,0.190122
867,0.2318074
868,0.1809713
869,0.3698529
870,0.2641363
871,0.2199711
872,0.2247982
873,0.03690936
874,0.3809953
875,0.01465903
876,0.09038306
877,0.04265399
878,0.1130452
879,0.341343
880,0.01301042
881,0.1267026
882,0.3753845
883,0.2867505
884,0.01606832
885,0.2352871
886,0.1797015
887,-0.01851422
888,0.1246135
889,0.3697659
890,0.2827664
891,0.1366117
892,0.09002777
893,0.2678497
894,0.2444881
895,0.3184329
896,0.09206958
897,0.1754592
898,0.2525163
899,0.1298248
900,0.1234852
901,0.1259109
902,0.1712824
903,0.3093668
904,0.1055521
905,0.3042818
906,0.2471682
907,0.205189
908,0.08089835
909,0.3400523
910,0.2679632
911,0.2095753
912,-0.05979071
913,0.01486374
914,0.1306472
915,0.2743349
916,0.3963101
917,0.1203429
918,0.1698205
919,0.1930759
920,0.09302193
921,0.1548578
922,0.2432655
923,0.2689995
924,0.3358935
925,0.2011036
926,0.2050327
927,0.1330577
928,0.2628748
929,0.1723952
930,0.3152494
931,0.1151679
932,0.1726041
933,0.06817886
934,-0.02400955
935,0.1951453
936,0.2314219
937,0.1033484
938,0.3148649
939,0.2629147
940,0.2709959
941,0.1192443
942,0.06181185
943,0.2052264
944,-0.06840082
945,0.3456028
946,0.110803
947,0.3586581
948,0.2903663
949,0.02075492
950,0.2295248
951,0.1509484
952,0.1732031
953,0.3387145
954,0.1095958
955,0.2434603
956,0.1351465
957,0.3009541
958,0.2942627
959,0.3767363
960,0.2929632
961,0.3382918
962,0.331154
963,0.4774075
964,0.4152205
965,0.09915123
966,0.2997257
967,0.2264951
968,0.3130281
969,0.1503144
970,-0.09270152
971,0.1280198
972,0.2047004
973,0.1654307
974,0.1569092
975,0.3298489
976,0.2489853
977,0.1339245
978,0.2823457
979,0.3226465
980,0.136862
981,0.3509295
982,0.2073459
983,0.4841797
984,0.2050511
985,0.4732117
986,0.05732061
987,0.3635393
988,0.2381667
989,0.2424968
990,0.09555735
991,0.123924
992,0.1727158
993,0.1171284
994,0.3489547
995,0.2776799
996,0.3067328
997,0.1741319
998,0.06215499
999,0.1596233
1000,0.2016228
1001,0.2996913
1002,-0.06246361
1003,0.1579663
1004,0.1358951
1005,0.06284542
1006,0.0903798
1007,0.2377842
1008,0.3778543
1009,0.2796253
1010,0.2757838
1011,0.3230914
1012,0.1246639
1013,0.4949871
1014,0.4408857
1015,0.3937615
1016,0.2656206
1017,0.1156781
1018,0.3711222
1019,0.2079477
1020,0.3037599
1021,0.3497711
1022,0.2865152
1023,0.2763518
1024,0.2859983
1025,0.2118353
1026,0.1548856
1027,0.2996383
1028,0.2191529
1029,0.2867814
1030,0.0905702
1031,0.3840453
1032,0.1895069
1033,0.4363533
1034,0.2025201
1035,0.1543777
1036,0.09629921
1037,0.07193057
1038,0.2069697
1039,0.3028814
1040,0.3461945
1041,0.3631591
1042,0.3914576
1043,0.4354881
1044,0.2333379
1045,0.1821934
1046,0.1330769
1047,0.09267388
1048,0.2706545
1049,0.2183342
1050,0.3457686
1051,0.2068835
1052,0.3019152
1053,0.1413527
1054,0.2828832
1055,0.216793
1056,0.0301431
1057,0.1611526
1058,0.3671491
1059,0.4583835
1060,0.1834349
1061,0.3925321
1062,0.274839
1063,0.2496278
1064,0.2901773
1065,0.2845473
1066,0.07240172
1067,0.2492091
1068,0.3607526
1069,0.1795522
1070,0.1849694
1071,0.4805974
1072,0.2151867
1073,0.1798129
1074,0.2444843
1075,-0.02829539
1076,0.01414022
1077,0.3167799
1078,0.3041086
1079,0.3211415
1080,0.2458742
1081,0.2387515
1082,0.3601946
1083,0.3216719
1084,0.1326029
1085,0.3612519
1086,0.3451547
1087,0.2403663
1088,0.2038635
1089,0.1767308
1090,0.287341
1091,0.01932376
1092,0.2601648
1093,0.2282381
1094,0.1938669
1095,-0.0999772
1096,0.2824745
1097,0.1154565
1098,0.04091343
1099,0.05915679
1100,0.1680718
1101,0.2340797
1102,0.03871283
1103,0.23976
1104,0.08426497
1105,0.1103553
1106,0.2751453
1107,0.2350315
1108,0.3003645
1109,0.343677
1110,0.2052794
1111,0.1803056
1112,0.06130836
1113,0.4331308
1114,0.4165213
1115,0.1211461
1116,0.3887607
1117,0.293831
1118,0.2847098
1119,0.2550299
1120,0.009946667
1121,0.2106345
1122,0.2502827
1123,0.3986713
1124,0.1691621
1125,0.1132269
1126,0.2126315
1127,0.3315795
1128,0.1660244
1129,-0.06365391
1130,0.377633
1131,0.2956504
1132,0.1330569
1133,0.4456676
1134,0.194911
1135,0.2006284
1136,0.1756808
1137,0.3077428
1138,0.1320323
1139,0.2655865
1140,0.4427939
1141,0.2247614
1142,0.2947679
1143,-0.01448715
1144,0.5024218
1145,-0.1322461
1146,0.198204
1147,0.2091721
1148,0.2689493
1149,0.05821646
1150,0.02950074
1151,0.3895833
1152,0.3758627
1153,0.1941767
1154,0.2194164
1155,0.3664538
1156,0.2747157
1157,0.3945803
1158,-0.08245644
1159,0.2935918
1160,-0.07117203
1161,0.1581172
1162,0.2415087
1163,-0.01952009
1164,0.1364838
1165,0.4081237
1166,0.3127939
1167,0.3694851
1168,0.2604436
1169,0.3912051
1170,0.2079468
1171,0.2567411
1172,0.2717042
1173,0.2911302
1174,0.02434115
1175,0.2716582
1176,0.29548
1177,0.3062454
1178,-0.01662846
1179,0.1889734
1180,0.1531815
1181,0.0351295
1182,0.3079251
1183,0.2196979
1184,0.2999434
1185,0.3017978
1186,0.3079539
1187,-0.01091976
1188,0.123384
1189,0.1847072
1190,0.1920283
1191,0.2382839
1192,0.07204124
1193,0.488869
1194,0.1759205
1195,0.3673135
1196,0.04369905
1197,0.08979421
1198,0.03011561
1199,0.1653292
1200,0.2031549
1201,0.2483182
1202,0.07482052
1203,-0.01943784
1204,0.1246859
1205,0.06374033
1206,0.2864204
1207,-0.02154926
1208,0.2290647
1209,0.2191044
1210,-0.05069085
1211,0.2815137
1212,0.1576454
1213,0.1001771
1214,0.2383882
1215,0.1201198
1216,0.07031247
1217,0.2351267
1218,0.3650937
1219,0.5284356
1220,0.1693936
1221,0.1401632
1222,0.1365496
1223,0.08516765
1224,0.1980563
1225,-0.06968838
1226,0.2271045
1227,0.08193406
1228,0.2658158
1229,0.2352832
1230,0.2917391
1231,0.2170368
1232,0.1624607
1233,0.1583718
1234,0.220144
1235,0.1488703
1236,0.113002
1237,0.2538058
1238,0.2936282
1239,0.04915921
1240,-0.1315313
1241,0.1322921
1242,0.2523961
1243,0.08060015
1244,0.2906799
1245,0.1508807
1246,0.2718448
1247,0.03511927
1248,0.2920543
1249,0.0816336
1250,0.2564911
1251,0.1283632
1252,-0.0004877968
1253,0.09790952
1254,0.1015538
1255,0.3336025
1256,0.3527487
1257,-0.0232109
1258,0.3378888
1259,0.3304439
1260,0.4052068
1261,0.3874004
1262,0.172806
1263,0.2843213
1264,0.3414512
1265,0.07786366
1266,0.1662748
1267,0.3348866
1268,0.1621551
1269,0.07345772
1270,0.4944338
1271,0.2770564
1272,0.04327969
1273,0.02854963
1274,0.08513294
1275,0.07062283
1276,0.1706441
1277,0.2254527
1278,0.1373385
1279,0.3402013
1280,0.2839792
1281,0.2820944
1282,0.1672481
1283,0.2605779
1284,0.3843831
1285,0.2654388
1286,0.05804941
1287,0.1917503
1288,-0.04539966
1289,0.3431753
1290,0.2943075
1291,0.2084694
1292,0.2336481
1293,0.3549604
1294,0.1237295
1295,0.2064141
1296,0.0541639
1297,0.205454
1298,0.1537918
1299,0.2071083
1300,0.2016551
1301,0.1184118
1302,0.1378287
1303,0.06147113
1304,0.1903096
1305,0.3275376
1306,0.3814947
1307,0.4429531
1308,0.2842578
1309,0.02072082
1310,0.2436844
1311,0.2351679
1312,0.2659251
1313,0.3367787
1314,0.006504996
1315,0.03201891
1316,0.1379542
1317,0.4201086
1318,0.1378105
1319,0.097575
1320,0.2086659
1321,0.1686927
1322,0.06954496
1323,0.1932253
1324,0.2349764
1325,0.2899071
1326,0.3337783
1327,0.2022238
1328,0.07469465
1329,-0.1373309
1330,0.09160491
1331,0.2584826
1332,0.2054428
1333,0.08345041
1334,0.2600863
1335,0.3418872
1336,0.1870556
1337,0.2788837
1338,-0.005526579
1339,0.192768
1340,0.08672921
1341,0.03951007
1342,0.3184137
1343,0.07849693
1344,0.3238468
1345,0.2135323
1346,0.3270126
1347,0.07889877
1348,0.2182705
1349,0.3180245
1350,0.2924084
1351,0.1608923
1352,0.2851256
1353,0.2724999
1354,0.290772
1355,0.1729568
1356,0.1423251
1357,0.001527655
1358,0.3663316
1359,0.3322161
1360,0.2036264
1361,0.3043748
1362,0.2843973
1363,0.1856315
1364,0.03215149
1365,0.273569
1366,0.1298463
1367,0.3386122
1368,0.323868
1369,0.08996233
1370,0.04825384
1371,0.1996979
1372,0.232617
1373,0.5539884
1374,-0.02651332
1375,0.2636553
1376,0.03205505
1377,0.3000692
1378,0.3240726
1379,0.164616
1380,0.1434037
1381,0.4320809
1382,0.2932831
1383,0.31224
1384,0.2502136
1385,0.1544467
1386,0.3819469
1387,0.3856165
1388,0.2989632
1389,0.4415397
1390,0.2560877
1391,0.2196789
1392,0.1368691
1393,0.3922626
1394,0.1043373
1395,0.07641808
1396,0.240151
1397,0.2819057
1398,0.3254029
1399,0.01564273
1400,0.366614
1401,0.1204838
1402,0.1583076
1403,0.2653529
1404,0.2647056
1405,-0.0372375
1406,-0.08028034
1407,0.02045312
1408,0.2161973
1409,0.4919567
1410,0.2254717
1411,0.3557421
1412,0.2459041
1413,0.2815272
1414,0.1937112
1415,0.3580549
1416,0.4978106
1417,0.2390677
1418,0.2789533
1419,0.3708138
1420,0.4065945
1421,0.05564757
1422,0.2969511
1423,0.10858
1424,0.2963335
1425,0.3184685
1426,0.3593046
1427,0.1782188
1428,0.2725038
1429,0.3825488
1430,0.2320178
1431,-0.06540577
1432,0.2210552
1433,0.1268408
1434,0.111919
1435,0.3265437
1436,0.1631372
1437,0.1807368
1438,0.3179096
1439,0.2384688
1440,-0.01556077
1441,0.1992524
1442,0.4982597
1443,0.1953286
1444,0.2626494
1445,0.05795436
1446,0.142056
1447,0.250989
1448,0.2482222
1449,0.1157557
1450,0.2497601
1451,0.1965272
1452,0.1478784
1453,-0.03420695
1454,0.3199643
1455,0.2580943
1456,0.110912
1457,0.2462931
1458,-0.02656669
1459,0.1630231
1460,0.2892083
1461,0.2165454
1462,0.04821211
1463,0.2434093
1464,0.1716005
1465,0.0625988
1466,0.3532217
1467,0.4778314
1468,0.1637545
1469,0.1213829
1470,0.1108557
1471,0.3453706
1472,0.4090223
1473,0.02841306
1474,0.1933808
1475,0.09707097
1476,0.04860725
1477,0.4728684
1478,0.2066833
1479,0.2346629
1480,0.01376413
1481,0.2866859
1482,0.2587443
1483,0.108006
1484,0.1757928
1485,0.1952171
1486,0.2523961
1487,0.4729037
1488,0.1505062
1489,0.284253
1490,0.4614145
1491,0.2254164
1492,0.1581373
1493,0.164707
1494,0.2378757
1495,0.2466852
1496,0.1849002
1497,0.2906883
1498,0.2030923
1499,-0.05683904
1500,0.02546767
1501,0.3486962
1502,0.4530481
1503,0.3356754
1504,0.3130707
1505,0.06632163
1506,0.2993963
1507,0.5964237
1508,0.1345117
1509,0.2068596
1510,0.05277751
1511,0.3684055
1512,0.07906859
1513,0.5987714
1514,0.1601517
1515,0.134599
1516,0.3496616
1517,0.1940592
1518,0.3964387
1519,0.07173263
1520,0.2139642
1521,0.1266602
1522,0.481476
1523,0.04316837
1524,0.02332251
1525,0.3403093
1526,0.09912333
1527,0.2629999
1528,0.2293975
1529,0.2197113
1530,0.3168599
1531,-0.01994913
1532,0.1136375
1533,0.2965077
1534,0.2008202
1535,0.3461823
1536,0.03948483
1537,0.2336515
1538,0.2375725
1539,0.1830168
1540,0.3572344
1541,0.1720613
1542,0.06781957
1543,0.3557436
1544,0.254207
1545,0.2057243
1546,0.2537986
1547,0.2374388
1548,0.09686577
1549,0.07236943
1550,0.2979034
1551,0.2915612
1552,0.1595846
1553,-0.1084262
1554,0.2183148
1555,0.1949165
1556,0.2435177
1557,0.352412
1558,0.2539206
1559,0.3917306
1560,0.1924167
1561,0.3378859
1562,0.2263285
1563,0.270648
1564,0.3223925
1565,0.0132691
1566,0.2056502
1567,0.01164821
1568,0.08626908
1569,0.1817195
1570,0.252593
1571,0.006679687
1572,0.218391
1573,0.3006791
1574,0.1953155
1575,0.1730322
1576,0.02280051
1577,0.1182939
1578,0.02023053
1579,0.1127412
1580,0.03401506
1581,0.2788111
1582,0.05768947
1583,0.1067949
1584,0.242279
1585,0.45657
1586,0.1681901
1587,0.1224052
1588,0.1963901
1589,0.1042239
1590,0.2580308
1591,-0.005757463
1592,0.3040107
1593,0.3152936
1594,0.4128547
1595,0.3842234
1596,0.07483823
1597,0.05620468
1598,0.04600425
1599,0.09433922
1600,0.07649386
1601,0.0480739
1602,0.1299287
1603,0.4153996
1604,0.256809
1605,-0.01825652
1606,0.2102075
1607,0.462314
1608,0.1400681
1609,0.1832791
1610,0.218675
1611,0.2349522
1612,0.008642954
1613,0.2800874
1614,0.1847712
1615,0.1427735
1616,0.1349975
1617,0.4141672
1618,0.1563561
1619,0.4947692
1620,0.382281
1621,0.1346856
1622,0.1891738
1623,0.1676738
1624,0.001851193
1625,0.02177225
1626,-0.03742549
1627,0.1999842
1628,0.1898631
1629,0.2568009
1630,0.3874169
1631,0.1266416
1632,0.03295125
1633,0.3077052
1634,0.210206
1635,0.3031624
1636,0.361784
1637,0.2614305
1638,0.3068715
1639,0.02370575
1640,0.2082146
1641,0.2297763
1642,0.1035415
1643,0.04347198
1644,0.007135122
1645,0.2275631
1646,0.08620566
1647,0.3419441
1648,0.3139651
1649,0.2605594
1650,0.2191502
1651,0.03491587
1652,0.3997027
1653,-0.02331187
1654,0.1806482
1655,0.1305116
1656,-0.06212239
1657,0.1863314
1658,0.1827566
1659,0.2665282
1660,0.3603715
1661,0.03874314
1662,0.1771366
1663,0.2351637
1664,0.02799837
1665,0.1327441
1666,0.385571
1667,0.3033884
1668,0.1373153
1669,0.1526286
