0.15441,0.11078,0.092379,0.10449,0.14206,0.19029,0.22851,0.23666,0.20235,0.12638,0.024479,-0.075801,-0.14258,-0.14951,-0.084974,0.042591,0.2053,0.36269,0.47313,0.50612,0.45186,0.32448,0.15796,-0.0043525,-0.12323,-0.17574,-0.16204,-0.10458,-0.039824,-0.0054864,-0.027392,-0.11057,-0.23752,-0.37424,-0.48182,-0.52962,-0.50541,-0.41909,-0.29863,-0.18004,-0.094773,-0.059189,-0.069761,-0.10564,-0.13751,-0.13955,-0.099885,-0.025947,0.057425,0.11646,0.1205,0.053403,-0.079859,-0.25367,-0.42925,-0.56653,-0.63642,-0.62921,-0.5564,-0.44556,-0.33008,-0.23765,-0.1814,-0.15672,-0.1446,-0.12022,-0.063389,0.032904,0.15878,0.29001,0.39578,0.44898,0.43545,0.35915,0.24141,0.11485,0.013724,-0.035849,-0.023027,0.045433,0.14802,0.25525,0.33821,0.3761,0.361,0.29869,0.20587,0.10512,0.018968,-0.035152,-0.048122,-0.020204,0.039923,0.11762,0.19559,0.25748,0.29118,0.29141,0.26092,0.21006
0.17542,0.12873,0.093844,0.077968,0.081307,0.096544,0.1109,0.11045,0.0856,0.035718,-0.02868,-0.087566,-0.11676,-0.095654,-0.014972,0.11824,0.28031,0.43601,0.54787,0.58686,0.54135,0.42105,0.25462,0.081417,-0.060187,-0.14411,-0.16389,-0.13373,-0.082744,-0.044582,-0.045816,-0.097015,-0.18948,-0.29864,-0.39274,-0.44381,-0.43698,-0.375,-0.27658,-0.16924,-0.079534,-0.024113,-0.0049279,-0.010156,-0.020345,-0.017327,0.0075327,0.048958,0.088963,0.10329,0.070769,-0.017904,-0.15516,-0.31737,-0.47135,-0.58436,-0.63414,-0.61563,-0.54194,-0.43929,-0.33786,-0.26166,-0.22093,-0.2098,-0.20973,-0.19744,-0.15442,-0.074571,0.032719,0.14519,0.23502,0.2783,0.26342,0.19548,0.095345,-0.0064068,-0.078534,-0.098274,-0.057742,0.034249,0.15526,0.27596,0.3683,0.41265,0.40205,0.34269,0.25106,0.1489,0.057718,-0.0057893,-0.032457,-0.02136,0.021186,0.08372,0.15223,0.2128,0.25403,0.26906,0.25682,0.22228
0.2032,0.16254,0.11894,0.078045,0.043668,0.0167,-0.0050568,-0.025672,-0.048701,-0.074416,-0.09781,-0.10849,-0.092998,-0.039269,0.058105,0.1936,0.34928,0.49732,0.60607,0.6485,0.61023,0.49472,0.32349,0.1311,-0.043974,-0.16985,-0.22988,-0.22674,-0.18058,-0.12189,-0.081407,-0.080263,-0.12369,-0.20011,-0.28573,-0.35302,-0.37987,-0.35654,-0.28807,-0.19155,-0.089645,-0.0028406,0.056779,0.087972,0.098442,0.099614,0.10035,0.10223,0.098351,0.076176,0.02328,-0.066208,-0.18717,-0.32298,-0.44933,-0.54133,-0.58132,-0.56469,-0.50146,-0.41299,-0.32494,-0.25885,-0.22528,-0.22105,-0.23136,-0.23609,-0.21794,-0.16946,-0.09633,-0.015817,0.049279,0.078896,0.063364,0.0076922,-0.069077,-0.13929,-0.17515,-0.15736,-0.081313,0.041367,0.18607,0.32222,0.42177,0.46647,0.45191,0.38745,0.29248,0.19042,0.10265,0.043876,0.020073,0.029034,0.06272,0.11034,0.16107,0.2059,0.23835,0.25458,0.25318,0.23503
0.23779,0.21092,0.16742,0.10794,0.037639,-0.034835,-0.099672,-0.14847,-0.17596,-0.18015,-0.16121,-0.11964,-0.055039,0.033606,0.14601,0.27766,0.41724,0.54607,0.64043,0.6769,0.63914,0.52424,0.346,0.13361,-0.074488,-0.24018,-0.33589,-0.35223,-0.30056,-0.20938,-0.11563,-0.053408,-0.043808,-0.088997,-0.17238,-0.26469,-0.33376,-0.35487,-0.31805,-0.23038,-0.11257,0.0083328,0.10772,0.17029,0.19298,0.18327,0.15405,0.11724,0.078861,0.037482,-0.013642,-0.081707,-0.16905,-0.26974,-0.36967,-0.45029,-0.49481,-0.49429,-0.45138,-0.38013,-0.30159,-0.23697,-0.20063,-0.19551,-0.21288,-0.23632,-0.24852,-0.23832,-0.20538,-0.16038,-0.12085,-0.104,-0.11917,-0.16286,-0.21837,-0.26039,-0.26311,-0.20918,-0.096359,0.060544,0.23311,0.38717,0.49249,0.53119,0.50225,0.42081,0.31283,0.20703,0.12684,0.084919,0.081592,0.10727,0.14747,0.1883,0.22056,0.24115,0.25177,0.25597,0.25605,0.25124
0.27889,0.26906,0.23159,0.16018,0.05951,-0.055129,-0.16209,-0.23983,-0.27312,-0.25678,-0.19569,-0.1016,0.01181,0.13317,0.25536,0.37429,0.4856,0.58098,0.64654,0.66458,0.61879,0.50131,0.31874,0.094554,-0.13411,-0.32484,-0.4414,-0.46461,-0.39891,-0.27192,-0.12682,-0.0096684,0.044498,0.022162,-0.064991,-0.18442,-0.29361,-0.35394,-0.34272,-0.25977,-0.12635,0.022711,0.15074,0.23065,0.25219,0.22285,0.16264,0.095101,0.038187,-0.001591,-0.029778,-0.059489,-0.10395,-0.16929,-0.25052,-0.33247,-0.39514,-0.42146,-0.40424,-0.34952,-0.27499,-0.20392,-0.15704,-0.14537,-0.16685,-0.208,-0.24991,-0.2761,-0.27921,-0.26361,-0.24305,-0.23399,-0.24743,-0.28248,-0.3245,-0.34886,-0.32931,-0.24802,-0.10363,0.085917,0.28699,0.45947,0.56859,0.59539,0.54232,0.43211,0.30026,0.18403,0.11135,0.093608,0.1243,0.18358,0.24679,0.29347,0.31373,0.30992,0.29324,0.27727,0.27107,0.27469
0.32366,0.32786,0.29665,0.21732,0.093584,-0.053883,-0.19334,-0.29187,-0.32566,-0.28694,-0.1853,-0.043141,0.11253,0.25859,0.38136,0.47723,0.54876,0.59838,0.62302,0.61247,0.5527,0.43303,0.25427,0.033989,-0.19392,-0.38636,-0.50298,-0.51917,-0.43541,-0.27911,-0.0978,0.054643,0.13449,0.12179,0.026515,-0.115,-0.25218,-0.33685,-0.33881,-0.25501,-0.10954,0.055492,0.19453,0.27355,0.2802,0.22576,0.13876,0.053116,-0.0048413,-0.025315,-0.017077,-0.0020994,-0.0052474,-0.04324,-0.11725,-0.21194,-0.30123,-0.35839,-0.36644,-0.32484,-0.24985,-0.16855,-0.10885,-0.089498,-0.11382,-0.16964,-0.23511,-0.28805,-0.31494,-0.3158,-0.30303,-0.2947,-0.30504,-0.33607,-0.37426,-0.39376,-0.36558,-0.26935,-0.10323,0.11203,0.33702,0.5245,0.63384,0.64401,0.56061,0.41433,0.25136,0.11888,0.050787,0.058204,0.1281,0.22992,0.32754,0.39218,0.41137,0.39123,0.35144,0.31543,0.29975,0.30676
0.36533,0.37456,0.34362,0.25647,0.11711,-0.049509,-0.20462,-0.308,-0.33107,-0.26595,-0.12734,0.05318,0.238,0.39512,0.50647,0.56979,0.59434,0.59251,0.5716,0.52937,0.45561,0.33892,0.17596,-0.021414,-0.22454,-0.39374,-0.48988,-0.48803,-0.3879,-0.21678,-0.023216,0.13713,0.21886,0.20156,0.096622,-0.056484,-0.2033,-0.29254,-0.29297,-0.20334,-0.051836,0.11441,0.24593,0.30776,0.29035,0.21112,0.10632,0.016558,-0.028475,-0.020428,0.025832,0.079269,0.10569,0.081634,0.0037207,-0.10986,-0.2263,-0.31059,-0.33868,-0.30633,-0.23026,-0.14154,-0.073776,-0.050796,-0.078567,-0.14433,-0.22299,-0.28802,-0.32227,-0.32434,-0.30784,-0.29398,-0.30045,-0.33152,-0.37348,-0.39798,-0.37226,-0.27272,-0.096582,0.13318,0.37203,0.56644,0.67055,0.66145,0.54734,0.3657,0.17182,0.021575,-0.045746,-0.018597,0.085195,0.22661,0.36014,0.44956,0.47917,0.45656,0.40664,0.35949,0.33703,0.3438
0.39349,0.39522,0.35436,0.25649,0.10841,-0.061513,-0.21143,-0.29954,-0.29804,-0.20257,-0.033553,0.17065,0.36621,0.51714,0.60464,0.62948,0.60705,0.55773,0.49701,0.42936,0.34852,0.24373,0.10904,-0.04877,-0.20757,-0.33438,-0.39585,-0.37108,-0.26151,-0.09379,0.08635,0.22763,0.28976,0.2571,0.14452,-0.0072087,-0.14479,-0.22038,-0.20768,-0.11048,0.039214,0.19289,0.30275,0.3382,0.29579,0.19909,0.08886,0.0072758,-0.017828,0.017111,0.090818,0.16598,0.20394,0.17959,0.090966,-0.040035,-0.17592,-0.27752,-0.31828,-0.29353,-0.22137,-0.13508,-0.070218,-0.051421,-0.084004,-0.15343,-0.23256,-0.2935,-0.31917,-0.30984,-0.28192,-0.25961,-0.26274,-0.29606,-0.3446,-0.37742,-0.3589,-0.26346,-0.088026,0.14281,0.38149,0.57116,0.66361,0.63557,0.49728,0.29025,0.07475,-0.088845,-0.15842,-0.12204,0.00043142,0.16624,0.32557,0.43847,0.48684,0.47749,0.43579,0.39283,0.37143,0.3765
0.39655,0.37854,0.31731,0.20545,0.055363,-0.10208,-0.22623,-0.27986,-0.24192,-0.11522,0.07385,0.28337,0.46877,0.59593,0.64979,0.6359,0.57475,0.49167,0.40663,0.32789,0.25185,0.16872,0.07122,-0.037925,-0.14316,-0.21975,-0.24269,-0.19756,-0.088733,0.058828,0.20547,0.30901,0.33888,0.28723,0.1726,0.034402,-0.079945,-0.13112,-0.10132,-0.00027106,0.13838,0.26912,0.35066,0.36024,0.3011,0.20041,0.098528,0.033696,0.027832,0.078628,0.1608,0.23588,0.26683,0.23188,0.13259,-0.0068297,-0.14859,-0.25507,-0.30223,-0.28755,-0.22976,-0.16075,-0.11288,-0.10686,-0.14461,-0.20998,-0.27652,-0.31915,-0.32483,-0.29779,-0.25726,-0.22841,-0.23034,-0.26596,-0.31838,-0.35547,-0.34157,-0.25205,-0.085151,0.13365,0.35697,0.52927,0.60446,0.56141,0.41176,0.19717,-0.023104,-0.1903,-0.26361,-0.23131,-0.112,0.054019,0.21964,0.34667,0.4168,0.43415,0.41938,0.39798,0.38804,0.39209
0.3657,0.31998,0.23207,0.10583,-0.038943,-0.17014,-0.25237,-0.25836,-0.17857,-0.025417,0.16954,0.36463,0.52016,0.60949,0.62524,0.57889,0.49428,0.39792,0.30974,0.23794,0.17934,0.12473,0.066408,0.0045532,-0.050671,-0.08226,-0.073652,-0.017121,0.080394,0.19682,0.30059,0.36078,0.35805,0.2923,0.18399,0.068117,-0.017213,-0.043648,-0.0023774,0.092804,0.21035,0.31202,0.36629,0.35915,0.29851,0.21066,0.13004,0.086339,0.093411,0.14432,0.21411,0.26918,0.2798,0.23102,0.12803,-0.0059768,-0.13835,-0.23878,-0.28971,-0.29172,-0.26183,-0.22587,-0.2078,-0.22045,-0.26114,-0.31375,-0.35638,-0.37115,-0.35229,-0.30892,-0.26139,-0.23244,-0.23676,-0.27312,-0.32277,-0.35489,-0.33775,-0.25141,-0.097359,0.098969,0.29401,0.43873,0.49403,0.4435,0.29929,0.098944,-0.1058,-0.26435,-0.34163,-0.32684,-0.23403,-0.094842,0.053495,0.18034,0.2697,0.32178,0.34805,0.36258,0.37354,0.37854
