0.306129,0.254238,0.229833,0.13316,0.459398,0.496376,0.43227,0.333695,0.320909,0.112597,0.167619,0.271906,0.231892
0.322894,0.291624,0.228922,0.123104,0.433768,0.505185,0.42,0.32512,0.325513,0.167775,0.171792,0.270119,0.235462
0.333949,0.332143,0.222299,0.137034,0.40717,0.492711,0.40217,0.314392,0.3272,0.222656,0.202844,0.264234,0.240995
0.334593,0.346082,0.205397,0.190205,0.39311,0.456479,0.38266,0.304196,0.322251,0.245838,0.246338,0.254326,0.234649
0.333561,0.323422,0.187271,0.250026,0.381397,0.43994,0.360148,0.296664,0.31635,0.252888,0.269169,0.248595,0.208495
0.326861,0.268688,0.187426,0.279218,0.365235,0.465999,0.337189,0.296137,0.316997,0.262689,0.265961,0.254261,0.187656
0.311662,0.215634,0.216472,0.284671,0.355888,0.501253,0.326129,0.304681,0.325041,0.275857,0.247553,0.264329,0.188722
0.298624,0.207474,0.258388,0.287343,0.361629,0.511129,0.343719,0.318142,0.334044,0.287589,0.218659,0.266521,0.187827
0.290996,0.239352,0.277033,0.285116,0.379139,0.499196,0.381634,0.32404,0.33359,0.296235,0.18925,0.260523,0.181996
0.280693,0.270952,0.261141,0.28562,0.405728,0.484557,0.397045,0.315609,0.321389,0.301261,0.18803,0.256087,0.198667
0.270997,0.284357,0.237715,0.30917,0.432356,0.474613,0.374139,0.307093,0.313513,0.302966,0.227094,0.258369,0.231497
0.276633,0.284138,0.222061,0.342676,0.441254,0.461448,0.355612,0.312578,0.324076,0.303652,0.27346,0.262586,0.25364
0.300053,0.27339,0.204871,0.356867,0.431464,0.435239,0.371362,0.320974,0.344347,0.305635,0.296056,0.262355,0.263949
0.326173,0.258808,0.194667,0.348204,0.422921,0.400591,0.393142,0.318546,0.365466,0.308336,0.300911,0.258513,0.273754
0.338379,0.258562,0.212042,0.324264,0.4248,0.378184,0.389998,0.314728,0.398245,0.311164,0.301218,0.257796,0.285978
0.330386,0.292495,0.244832,0.289191,0.423864,0.383488,0.371224,0.319217,0.442735,0.317415,0.298945,0.26268,0.299106
0.312187,0.355369,0.265303,0.259589,0.413467,0.406009,0.35786,0.321788,0.469232,0.329335,0.295379,0.265561,0.312373
0.305998,0.409853,0.277546,0.257613,0.410151,0.422843,0.349541,0.313309,0.46215,0.344582,0.291606,0.258779,0.324071
0.318445,0.431016,0.301559,0.283535,0.427029,0.429137,0.328913,0.294991,0.444003,0.360973,0.286259,0.247955,0.329951
0.328343,0.433921,0.328706,0.314076,0.449122,0.439762,0.296622,0.265443,0.428334,0.377566,0.281962,0.246732,0.327043
0.324091,0.435384,0.328004,0.327406,0.446375,0.45968,0.280448,0.231857,0.402974,0.391728,0.281909,0.258861,0.317851
0.324756,0.427867,0.290544,0.32625,0.407989,0.468411,0.285157,0.21718,0.373594,0.400495,0.279703,0.274294,0.307637
0.341997,0.405944,0.248353,0.331924,0.362357,0.444056,0.279072,0.229257,0.360241,0.406224,0.271169,0.283846,0.299651
0.355025,0.379161,0.242201,0.356197,0.3456,0.389294,0.250226,0.250757,0.355041,0.417817,0.26985,0.288477,0.294456
0.348563,0.358778,0.270941,0.389751,0.3517,0.329187,0.224294,0.264615,0.345253,0.439434,0.286416,0.292135,0.291046
0.346682,0.353439,0.292907,0.415318,0.347274,0.290915,0.22395,0.265029,0.347676,0.466351,0.307994,0.295213,0.290341
0.37342,0.359821,0.287582,0.420375,0.326714,0.277794,0.242105,0.261586,0.365922,0.49547,0.318825,0.297564,0.296875
0.409268,0.360921,0.27603,0.398248,0.317004,0.269666,0.26044,0.274421,0.3674,0.517614,0.319054,0.299985,0.312082
0.423699,0.354125,0.273064,0.357587,0.334536,0.256157,0.272456,0.30518,0.339577,0.512527,0.31469,0.301809,0.331549
0.417543,0.356044,0.267596,0.325644,0.364095,0.247916,0.272318,0.334313,0.314128,0.480754,0.312486,0.302008,0.351331
0.414969,0.368074,0.257778,0.307952,0.384303,0.250648,0.255613,0.348258,0.318472,0.452073,0.331738,0.301331,0.367576
0.437374,0.375491,0.269842,0.279422,0.391261,0.249528,0.23759,0.343174,0.342668,0.446229,0.399084,0.300753,0.372193
0.477767,0.379699,0.322788,0.244636,0.391036,0.238534,0.231198,0.320702,0.361685,0.452681,0.505721,0.299982,0.364769
0.494984,0.387793,0.393054,0.236638,0.39085,0.243121,0.226975,0.296353,0.36411,0.446448,0.588917,0.298225,0.365529
0.459215,0.387999,0.440062,0.254008,0.398141,0.270795,0.223311,0.288694,0.354353,0.41274,0.591285,0.295618,0.391169
0.399465,0.373394,0.450064,0.265145,0.415426,0.287428,0.239882,0.298142,0.344766,0.366865,0.522051,0.294163,0.425707
0.375209,0.355722,0.43479,0.256633,0.437731,0.285625,0.277073,0.309925,0.34478,0.34263,0.439991,0.295843,0.444081
0.409951,0.337742,0.415788,0.247144,0.452897,0.298055,0.299908,0.310855,0.351155,0.351674,0.393332,0.300661,0.446227
0.473261,0.318277,0.416912,0.261197,0.446573,0.332332,0.288622,0.304094,0.354631,0.372602,0.382463,0.307674,0.446642
0.51804,0.318775,0.436828,0.292833,0.421942,0.36447,0.268167,0.30989,0.346135,0.384028,0.373333,0.314641,0.451454
0.529345,0.361168,0.452275,0.306558,0.4027,0.373127,0.266996,0.338687,0.32103,0.384946,0.348165,0.3182,0.456596
0.530077,0.430976,0.467664,0.285393,0.387964,0.350758,0.283495,0.370891,0.299727,0.380293,0.324182,0.31821,0.455016
0.530022,0.480011,0.498807,0.257243,0.334331,0.314004,0.304255,0.376743,0.310271,0.367041,0.305683,0.31916,0.439746
0.502436,0.47272,0.523458,0.250986,0.225696,0.290666,0.324352,0.352638,0.338385,0.340464,0.268653,0.326276,0.415288
0.440896,0.428744,0.516409,0.26629,0.121225,0.279843,0.339609,0.333318,0.351391,0.306818,0.224912,0.340821,0.407139
0.392136,0.386447,0.487038,0.301208,0.091411,0.264349,0.340429,0.353214,0.350883,0.28219,0.22663,0.357273,0.430296
0.388999,0.354486,0.452483,0.343959,0.139451,0.25137,0.319908,0.399794,0.350314,0.271922,0.282243,0.366734,0.462851
0.403205,0.343867,0.42416,0.360053,0.21248,0.257966,0.276288,0.433587,0.34305,0.269694,0.347603,0.364028,0.481168
0.395118,0.3741,0.41093,0.345628,0.262493,0.282977,0.224043,0.438039,0.326485,0.285325,0.39168,0.352816,0.486868
0.362587,0.425651,0.404505,0.325857,0.272653,0.310145,0.201612,0.419496,0.322993,0.326713,0.409531,0.343934,0.489621
0.331527,0.464683,0.383665,0.300215,0.244054,0.32779,0.22755,0.38553,0.347622,0.363737,0.408313,0.342724,0.497759
0.31717,0.486667,0.348339,0.275112,0.193071,0.34594,0.273969,0.354882,0.376499,0.366049,0.410421,0.345899,0.513995
0.307781,0.489399,0.325984,0.286544,0.157034,0.374064,0.313053,0.354036,0.381515,0.339367,0.437346,0.355253,0.527783
0.298128,0.464763,0.335629,0.332701,0.167629,0.396454,0.338329,0.377355,0.372462,0.300577,0.480678,0.37482,0.530657
0.30047,0.427685,0.376968,0.367496,0.21897,0.39255,0.347579,0.394105,0.372901,0.264164,0.503928,0.393865,0.528546
