,0
442,-0.01226853
443,-0.03512591
444,-0.1425891
445,-0.1651864
446,-0.211295
447,-0.1729042
448,-0.04414704
449,0.1040054
450,-0.2297927
451,0.00526077
452,-0.003882846
453,0.08377165
454,0.02100885
455,0.04175492
456,0.1247166
457,0.003585743
458,-0.03639842
459,-0.1083272
460,-0.09859739
461,-0.0861864
462,-0.02574778
463,0.006106558
464,-0.3117673
465,-0.03406125
466,-0.0868349
467,0.04692946
468,0.00420125
469,-0.09325844
470,-0.09669678
471,0.1090234
472,-0.1066921
473,0.06634056
474,0.08199832
475,0.2337712
476,-0.09520385
477,0.1226556
478,0.1428221
479,0.1580125
480,0.1304148
481,-0.002792949
482,-0.0225813
483,-0.09615
484,0.06860251
485,0.0150845
486,-0.01751528
487,-0.05925148
488,0.05301
489,-0.1644022
490,0.008524586
491,0.153444
492,0.1179201
493,-0.03307281
494,-0.1553762
495,-0.03746136
496,0.255596
497,-0.06920374
498,-0.007545109
499,0.06837931
500,-0.06030236
501,0.02948119
502,-0.1119502
503,0.02093296
504,0.09483131
505,-0.02238106
506,0.1250295
507,-0.06905232
508,0.1488223
509,0.08110217
510,-0.0964101
511,-0.02329738
512,-0.1467055
513,0.03603691
514,-0.09030015
515,-0.1017823
516,-0.09294906
517,0.0224468
518,0.03083082
519,0.06840605
520,0.1861725
521,0.07068804
522,0.02060057
523,0.2094965
524,-0.0174925
525,0.009342404
526,0.1425011
527,-0.06513906
528,-0.02699627
529,-0.02653251
530,-0.1787351
531,-0.1176372
532,-0.1094256
533,-0.1507788
534,-0.02263359
535,0.1647948
536,-0.06942445
537,0.009494692
538,-0.04633109
539,0.1321553
540,-0.08495009
541,0.00339552
542,-0.07338662
543,-0.05392461
544,-0.0543798
545,-0.04382562
546,0.1197198
547,0.2288195
548,-0.06801194
549,-0.03108145
550,0.1225858
551,-0.2400918
552,0.1833687
553,0.1189127
554,-0.05684267
555,0.1523475
556,0.08559148
557,0.1838547
558,-0.03285882
559,0.1370402
560,0.0263593
561,-0.0462683
562,-0.0682111
563,-0.001941379
564,0.1743784
565,0.09306506
566,0.07296652
567,-0.001995453
568,0.01753064
569,0.1561072
570,0.03612078
571,-0.009743815
572,-0.1012032
573,0.08148996
574,0.03821227
575,-0.08009251
576,-0.1161686
577,0.01456837
578,0.07226499
579,0.05336503
580,-0.1021685
581,0.06837749
582,-0.05496586
583,-0.1439928
584,-0.1709403
585,-0.1883979
586,0.247999
587,0.0102494
588,-0.007774116
589,-0.02292566
590,-0.1205739
591,0.2887973
592,-0.1649135
593,0.1326585
594,-0.0936175
595,0.03939224
596,0.183233
597,-0.06619819
598,-0.08776189
599,0.1204634
600,-0.04355497
601,0.08636688
602,0.0539113
603,0.2052058
604,0.0706481
605,0.01302034
606,-0.2222049
607,-0.05284321
608,0.1811256
609,-0.01046845
610,-0.06911851
611,-0.002496158
612,0.09831116
613,0.06806681
614,-0.1237599
615,-0.1032587
616,0.1233462
617,-0.04675981
618,-0.1286936
619,0.07923715
620,0.07156375
621,0.1089427
622,-0.009999871
623,-0.06546863
624,0.182144
625,-0.02141703
626,-0.0338749
627,0.08767383
628,-0.01992964
629,0.1600123
630,0.03870551
631,0.08335227
632,0.01305122
633,0.07737636
634,-0.1625021
635,-0.0709592
636,-0.00874984
637,0.1406205
638,0.0331889
639,0.06128507
640,0.1588454
641,-0.03143475
642,0.01501236
643,-0.125726
644,0.03845335
645,0.01069194
646,-0.09048301
647,0.113801
648,0.1224623
649,0.1143121
650,-0.03062024
651,0.1587014
652,-0.0907863
653,-0.03800367
654,0.03490047
655,-0.05471415
656,0.03302916
657,0.03444228
658,0.02401534
659,-0.02311796
660,0.1980263
661,0.04330506
662,-0.1730215
663,0.08326864
664,0.08140215
665,0.1651516
666,0.1086837
667,-0.0937212
668,0.01291285
669,-0.10207
670,-0.02020768
671,-0.1259155
672,0.05187483
673,0.2313508
674,-0.02275008
675,0.08574716
676,0.1434374
677,-0.08436201
678,-0.1387637
679,-0.08301414
680,-0.04194607
681,0.1948749
682,0.1207094
683,0.07332361
684,-0.1608098
685,-0.06033244
686,-0.08132995
687,0.08763034
688,0.109317
689,0.1927832
690,-0.01440401
691,-0.1380889
692,0.05911865
693,0.05151753
694,-0.02593117
695,-0.005970887
696,0.05756144
697,-0.01602764
698,-0.07237794
699,0.1217411
700,0.008483617
701,-0.1770728
702,-0.08697674
703,0.1581285
704,-0.1908246
705,-0.05870254
706,0.007583869
707,0.1442563
708,0.04410324
709,-0.08609306
710,-0.06686117
711,0.1635945
712,0.06496585
713,0.005900906
714,-0.09224122
715,0.03491652
716,0.02741158
717,0.02683024
718,0.05226655
719,0.1269036
720,0.05610887
721,0.02212717
722,-0.1401302
723,0.1508786
724,-0.1212763
725,-0.004422708
726,0.1119878
727,0.01006555
728,0.07341755
729,0.02025809
730,-0.1643193
731,-0.1438231
732,0.1120046
733,-0.06493529
734,0.1242661
735,0.007021471
736,0.04742187
737,0.08077154
738,-0.06444306
739,0.03526065
740,0.1792443
741,0.1033274
742,-0.02142013
743,-0.05276169
744,0.03119381
745,0.05918848
746,0.151351
747,-0.08196372
748,-0.1007166
749,0.02573024
750,0.001260139
751,0.05596129
752,-0.1359617
753,-0.01184814
754,0.05051087
755,-0.1200989
756,0.1221391
757,-0.1923843
758,-0.07762313
759,0.1405028
760,-0.2514122
761,0.07553824
762,-0.0936932
763,0.171377
764,0.04220602
765,-0.1437312
766,-0.1751735
767,0.27321
768,0.03231122
769,-0.07181717
770,-0.06265559
771,-0.09664058
772,-0.004629832
773,0.01892282
774,-0.07389859
775,0.1020369
776,-0.1920421
777,0.1527692
778,-0.1859434
779,-0.04131899
780,0.03473208
781,-0.1644177
782,0.0511646
783,0.07102147
784,0.01309129
785,0.03263567
786,0.05245071
787,0.0124017
788,-0.2067107
789,-0.03776388
790,0.03899698
791,-0.2292851
792,0.1774968
793,-0.02400448
794,0.1002995
795,0.004235409
796,0.01915553
797,-0.1448737
798,-0.08891891
799,-0.07067334
800,0.01033515
801,0.0761891
802,0.05388276
803,-0.1273905
804,0.2081562
805,0.1067317
806,-0.2513455
807,-0.1933359
808,-0.009315526
809,0.07942393
810,-0.05734571
811,-0.06100456
812,0.05134527
813,0.2444366
814,-0.03003232
815,0.2134848
816,0.3300195
817,0.05451114
818,-0.07087872
819,0.1270199
820,0.05338765
821,-0.1330076
822,-0.01123773
823,0.09716128
824,-0.07911639
825,-0.1045542
826,0.117887
827,0.154786
828,-0.1605263
829,0.03424592
830,-0.07356568
831,-0.02860212
832,0.07650045
833,0.0304792
834,-0.3187769
835,-0.09830155
836,0.06127348
837,-0.03660194
838,-0.003233071
839,-0.120404
840,0.01911397
841,0.04691984
842,-0.03326909
843,-0.1411897
844,-0.1483746
845,0.006133811
846,0.08453009
847,-0.2502393
848,-0.07463812
849,-0.04316575
850,0.04139662
851,-0.1106493
852,-0.03607939
853,0.005653904
854,0.02496537
855,-0.1914838
856,0.1924895
857,-0.1106693
858,0.04631328
859,-0.1236785
860,-0.1022559
861,-0.09233891
862,-0.1664631
863,0.1936689
864,-0.07202166
865,-0.1181316
866,0.138346
867,-0.1376365
868,0.03244594
869,-0.08407223
870,-0.1649748
871,0.2036801
872,0.01141167
873,0.03002808
874,-0.01153374
875,0.08016719
876,-0.0683864
877,0.1620971
878,0.04843675
879,-0.1030374
880,-0.1074521
881,-0.144907
882,-0.06018312
883,-0.008518549
884,-0.1318783
885,-0.01117181
886,-0.143326
887,0.1826296
888,-0.01720712
889,0.01112399
890,0.1105796
891,-0.04980725
892,0.0002927103
893,-0.07749596
894,-0.003561145
895,-0.04925855
896,0.08194827
897,0.1138479
898,-0.05419084
899,-0.1965386
900,0.0007517203
901,-0.0951716
902,-0.05206514
903,-0.02327159
904,0.222293
905,-0.08429571
906,0.03828137
907,0.04606829
908,-0.0666924
909,-0.1067325
910,-0.01543275
911,-0.1265379
912,-0.1050927
913,0.1059684
914,-0.1127925
915,-0.07985284
916,-0.1323943
917,-0.1371454
918,-0.1353119
919,0.08582199
920,0.05118867
921,0.140793
922,-0.1190364
923,0.06724859
924,-0.01063783
925,0.01585609
926,0.007227451
927,0.112245
928,-0.08517864
929,0.007582932
930,0.07016306
931,-0.07816632
932,0.130111
933,0.1452394
934,-0.02826365
935,-0.0263066
936,0.03048501
937,0.06062413
938,-0.1039949
939,-0.04721643
940,0.05538879
941,0.03624322
942,-0.2430007
943,0.03427769
944,-0.1113072
945,0.1049011
946,-0.1197993
947,0.2466197
948,0.07436303
949,-0.07181353
950,0.1505102
951,-0.05121268
952,-0.05656797
953,-0.1445922
954,0.04483592
955,0.1048631
956,0.1830157
957,-0.1372711
958,-0.04558079
959,-0.1106517
960,-0.05344349
961,0.06152311
962,-0.1477028
963,-0.1343493
964,-0.03840563
965,-0.07388526
966,0.04711806
967,0.1597264
968,0.1061355
969,-0.1239043
970,-0.1534325
971,-0.1543816
972,-0.04265529
973,-0.1420084
974,-0.1121792
975,-0.03484407
976,0.1455643
977,-0.1652496
978,0.01647695
979,-0.2058486
980,0.004103476
981,-0.03366095
982,-0.2215217
983,-0.09507915
984,-0.0794099
985,-0.06010704
986,0.08101548
987,-0.1682147
988,-0.1544967
989,0.08900657
990,0.07710735
991,-0.03970174
992,-0.3450672
993,-0.07061959
994,-0.07334599
995,0.01185918
996,-0.117065
997,0.06879827
998,-0.02834764
999,-0.2125548
1000,-0.05465763
1001,0.06142831
1002,0.1971892
1003,0.01929816
1004,-0.1835264
1005,0.02844387
1006,-0.04185486
1007,-0.0874021
1008,-0.2063027
1009,-0.0117735
1010,-0.1197857
1011,-0.1454798
1012,0.1144595
1013,-0.006325188
1014,-0.004775177
1015,0.01288543
1016,0.05542636
1017,-0.1300016
1018,0.1322387
1019,-0.08257768
1020,-0.01959418
1021,-0.1159021
1022,0.01287822
1023,-0.02199286
1024,0.1160606
1025,0.07656589
1026,-0.05505765
1027,0.04878981
1028,0.1882867
1029,-0.05535533
1030,0.05740138
1031,-0.01416188
1032,-0.005661873
1033,-0.03916015
1034,-0.1381953
1035,0.03314221
1036,0.07049615
1037,0.02312309
1038,0.09644197
1039,-0.1386152
1040,0.05033748
1041,-0.1415028
1042,-0.05834926
1043,0.06863174
1044,-0.05574023
1045,-0.05686932
1046,-0.04465665
1047,0.1414472
1048,-0.009158133
1049,0.08098855
1050,0.07575733
1051,0.191708
1052,-0.06497242
1053,-0.06136262
1054,0.07635516
1055,0.04379949
1056,0.1923132
1057,0.05215634
1058,0.01181437
1059,-0.07571523
1060,0.0784959
1061,0.07930088
1062,-0.1921526
1063,0.03934666
1064,0.09491775
1065,0.1353498
1066,-0.2070663
1067,-0.2491693
1068,0.1799162
1069,-0.1985557
1070,0.1752963
1071,-0.08467103
1072,-0.02375567
1073,-0.1455789
1074,-0.0206451
1075,-0.1359034
1076,-0.04967937
1077,0.02354331
1078,0.1571154
1079,0.1880039
1080,-0.02887891
1081,-0.1607463
1082,0.01613026
1083,-0.1294848
1084,0.08885069
1085,-0.09041854
1086,-0.08675593
1087,0.08063084
1088,0.03537651
1089,0.04891476
1090,-0.01209919
1091,0.0006375013
1092,-0.09485956
1093,0.08152961
1094,-0.03506403
1095,0.07465543
1096,0.01884471
1097,-0.02156104
1098,-0.05454192
1099,3.082729e-05
1100,0.03066881
1101,-0.177532
1102,-0.06391753
1103,-0.2372177
1104,0.1523247
1105,-0.04806944
1106,-0.17708
1107,0.1247478
1108,0.04259027
1109,0.2474688
1110,-0.1069733
1111,-0.1579605
1112,0.0001582076
1113,-0.04332891
1114,-0.08739925
1115,0.2012699
1116,0.1391741
1117,-0.02937652
1118,-0.1119568
1119,-0.04651588
1120,-0.08742461
1121,-0.00303042
1122,-0.108981
1123,-0.04869012
1124,0.02863971
1125,0.001278506
1126,-0.0215431
1127,0.1148143
1128,-0.0589713
1129,-0.02471614
1130,0.0639045
1131,-0.1491864
1132,0.0894613
1133,0.09731196
1134,-0.09515001
1135,-0.01130065
1136,0.17678
1137,-0.0258734
1138,0.02975202
1139,0.003740582
1140,0.07311636
1141,-0.04014655
1142,0.05407457
1143,0.03903215
1144,0.1287024
1145,0.08916792
1146,-0.09193402
1147,0.05210918
1148,-0.1817974
1149,0.1121949
1150,-0.1884435
1151,-0.1126016
1152,-0.05479506
1153,-0.01495886
1154,-0.124165
1155,0.01713733
1156,-0.05099278
1157,-0.1753493
1158,-0.06334634
1159,0.007828719
1160,-0.1262103
1161,0.1141308
1162,0.03093523
1163,0.188353
1164,-0.02224442
1165,0.0167577
1166,0.1080592
1167,-0.04285917
1168,0.04423187
1169,0.06087031
1170,-0.1243635
1171,-0.218377
1172,0.06124158
1173,-0.2378497
1174,-0.03981007
1175,0.1515915
1176,0.1175394
1177,-0.007256299
1178,-0.01293783
1179,0.001639312
1180,-0.08093776
1181,-0.1369076
1182,-0.05099553
1183,0.03108437
1184,0.03720642
1185,-0.08945295
1186,0.08901781
1187,-0.07590211
1188,0.1389175
1189,-0.1960459
1190,0.04743797
1191,-0.1956163
1192,0.1477751
1193,-0.04782954
1194,0.1741901
1195,0.1607993
1196,0.04653715
1197,-0.04462591
1198,0.1146687
1199,0.05671376
1200,-0.1645499
1201,0.08065183
1202,-0.1406448
1203,0.06249944
1204,-0.04612759
1205,-0.04181232
1206,0.01340612
1207,0.02948841
1208,0.1122655
1209,0.005219951
1210,0.1143974
1211,0.07003757
1212,-0.04700659
1213,-0.169565
1214,-0.115265
1215,-0.01457873
1216,-0.0375519
1217,-0.08314104
1218,0.2136353
1219,0.1379424
1220,-0.2189414
1221,-0.007949073
1222,-0.04793744
1223,0.1338616
1224,0.01657489
1225,-0.1027019
1226,0.1291562
1227,0.08514605
1228,0.1443172
1229,0.1453112
1230,-0.007020117
1231,0.07647812
1232,0.03951393
1233,0.1057514
1234,-0.1061197
1235,0.02605899
1236,-0.1626056
1237,-0.05082028
1238,-0.0692391
1239,0.02919017
1240,-0.06020878
1241,-0.02623726
1242,0.04148222
1243,-0.03870882
1244,-0.009585929
1245,-0.04128472
1246,-0.1872705
1247,-0.120813
1248,0.07213995
1249,-0.0814623
1250,-0.07763419
1251,-0.0284443
1252,0.1135696
1253,0.03915101
1254,-0.1047939
1255,0.04584416
1256,0.1423994
1257,-0.126074
1258,-0.02801594
1259,0.01749778
1260,-0.1134759
1261,0.04796567
1262,0.06033478
1263,-0.001127913
1264,0.1623931
1265,-0.01934494
1266,0.03392504
1267,0.1925654
1268,0.09138057
1269,0.1163566
1270,0.09585491
1271,-0.02002417
1272,0.07077089
1273,0.07548703
1274,-0.01340163
1275,-0.153913
1276,0.01456096
1277,-0.06430226
1278,-0.2036667
1279,-0.03212161
1280,-0.01892535
1281,-0.0775524
1282,0.1053827
1283,-0.02787243
1284,0.1091355
1285,-0.03165135
1286,-0.239136
1287,0.02586629
1288,0.1061191
1289,-0.0132057
1290,0.03132679
1291,0.05597885
1292,0.08116106
1293,0.07708321
1294,-0.03005459
1295,0.09341009
1296,0.07426745
1297,0.02915575
1298,0.06239515
1299,0.08089582
1300,-0.1044073
1301,-0.03094255
1302,-0.01497809
1303,0.04277713
1304,-0.1691431
1305,0.03829857
1306,0.1207271
1307,-0.1426351
1308,-0.06349463
1309,-0.03419349
1310,0.1242777
1311,0.1100789
1312,0.01452243
1313,-0.00617323
1314,-0.1125877
1315,0.0719281
1316,-0.008119519
1317,-0.05413673
1318,-0.01419137
1319,-0.05927009
1320,0.09509436
1321,0.03755663
1322,0.04205076
1323,0.2423183
1324,-0.01448438
1325,0.09612746
1326,0.1279132
1327,-0.0252787
1328,-0.01505862
1329,-0.1836701
1330,-0.07066414
1331,0.02863674
1332,-0.03260627
1333,-0.07122742
1334,-0.05230518
1335,0.0661865
1336,-0.03676092
1337,0.1813235
1338,0.0735371
1339,-0.1000465
1340,-0.1829386
1341,-0.06096429
1342,-0.2342485
1343,-0.1033362
1344,-0.06171792
1345,-0.03711065
1346,-0.03072074
1347,-0.1046837
1348,0.03282428
1349,0.206935
1350,0.166146
1351,-0.1207464
1352,-0.1822859
1353,0.005645499
1354,-0.1124558
1355,0.186823
1356,-0.08450388
1357,0.01900465
1358,-0.001935961
1359,-0.1794038
1360,0.1456301
1361,0.2228609
1362,0.1274346
1363,-0.08635012
1364,-0.1136242
1365,-0.02144579
1366,0.06146761
1367,-0.04679894
1368,-0.0123005
1369,-0.08142538
1370,-0.03268465
1371,0.169577
1372,-0.09013767
1373,-0.09968015
1374,0.01563922
1375,-0.06170111
1376,0.0776692
1377,-0.0109613
1378,-0.2321816
1379,-0.02751551
1380,0.07825187
1381,0.1186086
1382,0.1292401
1383,0.01875331
1384,-0.03869424
1385,-0.08668138
1386,0.02331113
1387,0.03539035
1388,-0.02658838
1389,-0.04442947
1390,0.2022356
1391,-0.1917477
1392,0.1474806
1393,-0.02984749
1394,0.01706679
1395,-0.1593397
1396,0.05404059
1397,-0.112072
1398,0.1215284
1399,-0.0871888
1400,-0.1232234
1401,0.06570523
1402,-0.02909014
1403,-0.03732392
1404,-0.01509745
1405,0.101248
1406,-0.05486405
1407,0.129193
1408,-0.06344234
1409,0.1272762
1410,-0.1013195
1411,-0.005336639
1412,0.01938879
1413,-0.007065833
1414,0.08091092
1415,0.116731
1416,0.1510739
1417,-0.03723133
1418,0.02794173
1419,-0.09574681
1420,-0.05667306
1421,-0.1855669
1422,0.1715704
1423,-0.04533055
1424,0.04577183
1425,0.1425372
1426,-0.002174906
1427,-0.1827903
1428,-0.04283989
1429,0.06734508
1430,0.08534633
1431,-0.06538117
1432,0.03879306
1433,0.1564674
1434,0.05144172
1435,-0.2080065
1436,-0.08904674
1437,-0.1559026
1438,-0.01711832
1439,-0.1469798
1440,-0.1049497
1441,0.07068976
1442,-0.03542052
1443,0.08464199
1444,-0.2510907
1445,-0.07188411
1446,0.1121271
1447,0.06907729
1448,0.08743816
1449,-0.1883191
1450,-0.1260497
1451,-0.05320112
1452,0.1308771
1453,0.01434512
1454,-0.01395963
1455,0.1538009
1456,-0.113402
1457,0.02845637
1458,-0.09072293
1459,0.1007364
1460,0.1052808
1461,0.1630698
1462,-0.1017645
1463,0.2301074
1464,0.2739662
1465,-0.04560371
1466,0.008739155
1467,0.04347402
1468,-0.1164358
1469,0.01458345
1470,0.03064243
1471,0.04689626
1472,0.06166577
1473,-0.03652676
1474,-0.1122028
1475,-0.1020463
1476,-0.01039532
1477,0.0273398
1478,0.2090813
1479,0.147751
1480,-0.04250382
1481,-0.1322506
1482,-0.1676573
1483,0.06351077
1484,-0.1299002
1485,-0.03666694
1486,-0.01960965
1487,0.1393918
1488,0.004538316
1489,0.09439834
1490,-0.1352632
1491,-0.1530868
1492,0.1408506
1493,-0.1159053
1494,0.08782752
1495,-0.09099047
1496,-0.06503741
1497,-0.04784216
1498,0.01185715
1499,-0.0342779
1500,0.07611459
1501,-0.02728187
1502,-0.0875971
1503,0.1040076
1504,0.1350542
1505,-0.1162186
1506,0.0234793
1507,-0.08841335
1508,0.06266804
1509,0.01921035
1510,-0.01454815
1511,-0.07228659
1512,0.03182643
1513,0.2153307
1514,0.2010486
1515,-0.09135982
1516,-0.1113262
1517,0.03790388
1518,-0.1003986
1519,0.1014459
1520,-0.04581318
1521,0.1217252
1522,0.01620726
1523,-0.1426305
1524,0.01928456
1525,0.08043051
1526,-0.07275973
1527,0.08717735
1528,-0.01561549
1529,-0.08951636
1530,-0.1351908
1531,-0.1121661
1532,-0.07968802
1533,0.0639736
1534,-0.08657856
1535,-0.02930004
1536,-0.05102189
1537,-0.02224445
1538,-0.02625887
1539,0.009631429
1540,-0.2321755
1541,-0.1749894
1542,0.1044712
1543,0.02309311
1544,0.1716518
1545,0.1345868
1546,-0.005535206
1547,-0.1104676
1548,-0.03323496
1549,0.07353145
1550,0.03837501
1551,0.0821181
1552,-0.1290017
1553,-0.05895539
1554,0.04585513
1555,-0.03931337
1556,0.2755909
1557,-0.04658236
1558,0.1359839
1559,-0.0138993
1560,-0.06723879
1561,-0.02544075
1562,-0.06570193
1563,-0.07784897
1564,-0.05729641
1565,-0.339726
1566,-0.1211304
1567,-0.1231749
1568,0.1074146
1569,0.006969398
1570,0.0109252
1571,0.2073295
1572,-0.1068819
1573,-0.1165111
1574,-0.02541983
1575,0.01306866
1576,0.0277111
1577,0.01634596
1578,0.006418078
1579,0.07415715
1580,-0.03151694
1581,0.0007116573
