-0.25714,-0.18844,-0.3116,-0.21993,-0.25678,-0.19465,-0.11085,0.035005,0.14492,0.22485,0.30006,-0.0051407,-0.22925,-0.24543,-0.16785,-0.17852,-0.27114,-0.18683,-0.58129,-0.52209,-0.44624,-0.54333,-0.61889,-0.8031,-0.66094,-0.80944,-0.2886,-0.73998,-0.58898,-0.42212,-0.055143,-0.079941,-0.035321,0.21056,-0.022425,-0.27062,-0.42519,-0.39877,-0.2567,-0.34875,-0.60486,-0.49678,-0.37458,-0.2584,-0.20324,-0.31209,-0.33391,-0.31091,-0.12898,-0.1702,-0.21631,-0.11367,-0.027939,0.029209,-0.13909,-0.1055,-0.27224,0.094398,0.022398,-0.37286,-0.25203,-0.28208,-0.63264,-0.18945,-0.26338,-0.25622,-0.22207,-0.19153,-0.082907,-0.22198,-0.47298,-0.11943,-0.019528,-0.21851,-0.066049,-0.25321,0.0039827,0.33959,0.41456,0.42947,0.26937,0.33395,0.38647,0.33227,0.27375,0.049207,0.20113,0.16456,0.33015,0.30322,0.34365,0.40203,0.43225,0.42908,0.3397,0.18452,-0.066008,-0.27008,-0.034871,-0.21089,-0.34321,-0.27606,-0.080363,0.17096,-0.12173,-0.1981,-0.45593,-0.39721,-0.41937,-0.32073,-0.25812,-0.31291,-0.39699,-0.057039,-0.42229,-0.079417,-0.4814,0.18318,0.31129,0.16815,0.60493,0.25919,0.045098,0.25883,0.33292,-0.15006,-0.051434,-0.084433,-0.10439,0.026951,-0.12976,-0.37606,-0.41319,-0.20285,-0.24659,-0.4266,-0.31166,-0.47032,-0.43936,-0.32975,-0.29745,-0.29843,-0.14929,-0.33894,-0.29599,-0.29141,-0.24634,-0.14394,-0.030923,-0.067007,-0.49221,-0.16905,0.11306,-0.079274,-0.0099524,-0.034408,0.062358,-0.23877,-0.39941,-0.60153,-0.54554,-0.52983,-0.23363,0.054568,0.095593,0.0268,0.044928,-0.065667,-0.085586,-0.2406,-0.25125,-0.31941,-0.37596,-0.48216,-0.34647,-0.50411,-0.498,-0.42752,-0.45985,-0.65887,-0.54507,-0.52654,-0.70935,-0.80192,-0.70062,-0.67914,-0.74158,-0.6144,-0.30503,-0.48226,-0.47776,-0.81018,-0.41524,-0.64059,-0.63937,-0.40492,-0.63959,-0.36897,-0.28654,-0.15718,-0.45009,-0.39842,-0.28439,-0.42977,-0.32945,-0.17782,-0.1598,-0.12165,-0.1349
-0.32643,-0.20198,-0.37938,-0.28445,-0.1181,-0.056964,-0.10356,-0.035915,0.049822,0.017888,0.23616,-0.071682,-0.002912,-0.12149,-0.081716,-0.037777,-0.14732,-0.19167,-0.44285,-0.40235,-0.26855,-0.38083,-0.67979,-0.66984,-0.6975,-0.72742,-0.34991,-0.72537,-0.58181,-0.3448,-0.13425,-0.050265,-0.072576,-0.034761,-0.096898,-0.27775,-0.35124,-0.44567,-0.28936,-0.31997,-0.55296,-0.40933,-0.37379,-0.35717,-0.29047,-0.4082,-0.41453,-0.3443,-0.24425,-0.25984,-0.38388,-0.041664,0.0095791,-0.047266,-0.21396,-0.069318,-0.15326,-0.057154,0.10455,-0.17947,-0.18282,-0.13373,-0.54677,-0.12059,-0.31061,-0.18554,-0.075619,-0.13651,-0.0084066,-0.11935,-0.21013,0.033903,-0.0094943,-0.05669,-0.25535,-0.26697,0.007671,0.1703,0.21433,0.1905,0.044413,0.12779,0.29985,0.39294,0.32634,0.1445,0.17644,0.18427,0.25979,0.21066,0.18486,0.25339,0.41282,0.39097,0.29073,0.18889,0.083488,-0.065442,0.12042,-0.25341,-0.089954,-0.20905,-0.036474,0.17257,-0.047015,-0.10885,-0.24916,-0.28862,-0.33582,-0.32201,-0.25367,-0.3914,-0.70332,-0.13368,-0.3557,-0.20522,-0.18584,0.21723,0.31329,0.34317,0.36838,0.16207,0.010905,0.025498,0.31811,0.42333,0.19902,0.13625,-0.14289,-0.021841,-0.21137,-0.39861,-0.34965,-0.13468,-0.17554,-0.3184,-0.29796,-0.31639,-0.36604,-0.3661,-0.28584,-0.27797,-0.059723,-0.27279,-0.21416,-0.16502,-0.24043,-0.24723,-0.039597,-0.031301,-0.34757,-0.21294,-0.094377,-0.20909,-0.11633,-0.20361,0.002599,-0.11128,-0.23649,-0.33659,-0.37058,-0.34842,-0.11683,-0.086157,0.10172,0.027384,-0.013411,-0.059436,-0.078378,-0.15307,-0.19358,-0.27658,-0.31179,-0.48641,-0.45238,-0.53467,-0.52146,-0.4933,-0.41209,-0.64891,-0.62146,-0.41397,-0.68236,-0.80066,-0.65612,-0.61139,-0.66304,-0.5691,-0.33206,-0.52918,-0.48115,-0.5797,-0.38721,-0.49991,-0.51855,-0.47223,-0.52901,-0.38743,-0.32212,-0.4179,-0.33915,-0.46256,-0.41456,-0.3525,-0.3028,-0.28139,-0.14026,-0.042481,-0.17801
-0.39572,-0.24827,-0.39238,-0.3744,0.021082,0.051795,-0.12172,-0.098536,-0.040146,-0.2243,0.19648,-0.15092,0.22549,-0.0034849,-0.0086832,0.10434,-0.02522,-0.19572,-0.20683,-0.32717,-0.079384,-0.31874,-0.6786,-0.54712,-0.6896,-0.72848,-0.40179,-0.71873,-0.58311,-0.26576,-0.2022,-0.026294,-0.1226,-0.23372,-0.14559,-0.28784,-0.26925,-0.44646,-0.36775,-0.28651,-0.50395,-0.31005,-0.41298,-0.45461,-0.36565,-0.53531,-0.48164,-0.37769,-0.37336,-0.32271,-0.61952,0.033221,0.014191,-0.090223,-0.28758,-0.030978,-0.09838,-0.13569,0.18881,0.010104,-0.092677,0.0046826,-0.46437,-0.056541,-0.36891,-0.14224,0.066063,-0.077841,0.048469,0.024732,0.07612,0.1748,0.016304,0.08484,-0.45476,-0.28233,0.0044322,0.0085967,0.0067232,-0.054721,-0.10812,-0.091605,0.22012,0.47053,0.36968,0.23626,0.14953,0.18766,0.19541,0.11475,0.025481,0.13754,0.3644,0.34238,0.24175,0.2034,0.23661,0.12582,0.27424,-0.26938,0.20561,-0.15136,0.0049513,0.15325,0.060542,-0.0165,-0.042551,-0.18557,-0.26822,-0.32874,-0.24762,-0.55936,-0.96636,-0.20374,-0.30089,-0.27961,0.18209,0.23902,0.31744,0.463,0.16968,0.067087,-0.050328,-0.10129,0.30659,1,0.42787,0.3302,-0.18417,-0.068017,-0.29794,-0.36949,-0.27623,-0.066449,-0.10478,-0.22838,-0.2809,-0.16158,-0.30667,-0.37828,-0.27241,-0.2575,0.018515,-0.12799,-0.18983,-0.04204,-0.19878,-0.30069,-0.086141,0.004651,-0.19159,-0.28932,-0.31616,-0.33639,-0.23703,-0.33638,-0.054355,0.015217,-0.046528,-0.08155,-0.18629,-0.1796,-0.047274,-0.25031,0.11404,0.032183,-0.062713,-0.044245,-0.0756,-0.065586,-0.14973,-0.22974,-0.24902,-0.47609,-0.57209,-0.56865,-0.53785,-0.55361,-0.35192,-0.59072,-0.71304,-0.27187,-0.68703,-0.80272,-0.61133,-0.55569,-0.52435,-0.55681,-0.35909,-0.59915,-0.51845,-0.31633,-0.35841,-0.32303,-0.46188,-0.54988,-0.42172,-0.37696,-0.41261,-0.6924,-0.22506,-0.56102,-0.48082,-0.27453,-0.2873,-0.36565,-0.091799,0.037005,-0.22893
-0.42831,-0.43008,-0.34342,-0.46279,-0.15559,-0.13158,-0.20355,-0.2334,0.029376,-0.092584,0.22612,-0.034646,0.040776,0.054651,0.07722,-0.014744,-0.092422,-0.19087,-0.17254,-0.19972,-0.070435,-0.26125,-0.32658,-0.31908,-0.52387,-0.4758,-0.40623,-0.5584,-0.32189,-0.21511,-0.27995,-0.14417,-0.32227,-0.41861,-0.33906,-0.19368,-0.38838,-0.28993,-0.36939,-0.36248,-0.52436,-0.39876,-0.43912,-0.48101,-0.3409,-0.38759,-0.31202,-0.23399,-0.32,-0.32008,-0.43172,-0.14893,-0.1591,-0.33523,-0.29774,-0.23099,-0.37507,-0.30356,-0.085835,-0.13308,-0.054048,-0.057965,-0.39406,-0.19371,-0.35945,-0.26383,-0.10536,-0.17396,-0.16214,-0.0060238,-0.0096066,0.11167,-0.014675,-0.01915,-0.28129,0.065567,-0.089985,-0.065831,-0.17875,0.031278,-0.05871,0.06582,0.055911,0.062572,0.11483,0.21454,0.091395,0.26298,0.20943,0.24437,0.061568,0.24101,0.16506,0.30601,0.29848,0.19484,0.23,0.17099,0.25772,0.03579,0.26112,-0.003775,-0.038301,0.14262,-0.029428,0.0081009,0.047182,-0.099181,-0.18565,-0.15691,-0.10595,-0.29801,-0.51991,-0.19695,-0.23392,-0.17815,0.18653,0.11024,0.13191,0.13789,0.081518,0.014577,-0.013923,-0.016979,0.23905,0.42787,0.10166,0.13818,-0.015551,0.18456,-0.22982,-0.029009,-0.069768,0.013295,-0.21615,-0.36261,-0.23321,-0.20784,-0.26543,-0.3451,-0.34499,-0.37156,-0.11878,-0.11846,-0.17494,-0.15982,-0.22067,-0.41374,-0.19218,-0.10782,-0.19676,-0.36737,-0.088119,-0.23099,-0.22975,-0.28502,-0.13245,-0.080356,-0.099967,-0.1952,-0.21144,-0.11998,-0.12006,-0.23026,-0.12072,-0.13442,-0.11399,-0.201,-0.19737,-0.17462,-0.25789,-0.25309,-0.22908,-0.25688,-0.36689,-0.29198,-0.38491,-0.4562,-0.40948,-0.62148,-0.60988,-0.40557,-0.65388,-0.72525,-0.61101,-0.50823,-0.46493,-0.52498,-0.44675,-0.55653,-0.44101,-0.41834,-0.4667,-0.41541,-0.42421,-0.41936,-0.23653,-0.22255,-0.15908,-0.34229,-0.27199,-0.37933,-0.33476,-0.35567,-0.4181,-0.49609,-0.26415,-0.064763,-0.51159
-0.4609,-0.57447,-0.35652,-0.54844,-0.33211,-0.32993,-0.30001,-0.38069,0.1017,0.054576,0.29387,0.072574,-0.14822,0.18512,0.096872,-0.14537,-0.15746,-0.17939,-0.16262,-0.050417,-0.073572,-0.12048,-0.0070008,-0.084852,-0.38274,-0.22587,-0.39058,-0.39863,-0.068235,-0.22928,-0.378,-0.25699,-0.53574,-0.6296,-0.48707,-0.088361,-0.52344,-0.19583,-0.35517,-0.4469,-0.51808,-0.56675,-0.44985,-0.50443,-0.31067,-0.18568,-0.14821,-0.090295,-0.27423,-0.31665,-0.1864,-0.33402,-0.31704,-0.56855,-0.31907,-0.43164,-0.644,-0.52619,-0.35821,-0.27206,-0.019921,-0.12703,-0.30993,-0.3197,-0.36566,-0.32556,-0.28882,-0.26592,-0.38564,-0.024131,-0.10639,0.051291,-0.083416,-0.019707,-0.12435,0.40134,-0.15624,-0.24211,-0.34446,0.14171,-0.073912,0.22092,-0.12185,-0.34015,-0.076679,0.1878,0.031823,0.31729,0.21778,0.40374,0.093662,0.32298,0.055934,0.25877,0.3552,0.18371,0.22072,0.2486,0.24206,0.30668,0.25844,0.15677,-0.077678,0.11048,-0.11658,0.038903,0.13581,-0.023532,-0.047597,-0.0011145,0.038372,0.037201,-0.13149,-0.19918,-0.1679,-0.084134,0.17587,-0.028727,-0.036066,-0.15335,-0.06698,-0.027883,0.01899,0.10004,0.046911,-0.14503,-0.22383,0.018084,0.13251,0.44625,-0.11701,0.22766,0.12178,0.08901,-0.32646,-0.46585,-0.18672,-0.25455,-0.22138,-0.33021,-0.42666,-0.48562,-0.22881,-0.1475,-0.13044,-0.27654,-0.27263,-0.55954,-0.27987,-0.22065,-0.26177,-0.37381,0.16784,-0.12068,-0.24729,-0.26335,-0.20177,-0.16814,-0.17035,-0.3123,-0.22872,-0.069075,-0.19246,-0.26856,-0.35001,-0.30611,-0.19299,-0.34745,-0.30924,-0.27085,-0.37108,-0.2255,-0.21173,-0.037242,-0.14442,-0.010072,-0.23408,-0.36723,-0.4624,-0.64812,-0.50314,-0.54439,-0.58063,-0.66284,-0.60893,-0.45393,-0.45528,-0.48476,-0.53441,-0.46836,-0.38885,-0.53376,-0.57681,-0.50174,-0.33348,-0.29297,-0.050345,-0.12429,0.12762,0.019975,-0.31855,-0.18255,-0.24884,-0.44887,-0.53481,-0.69876,-0.38284,-0.16707,-0.78796
-0.58999,-0.49067,-0.34526,-0.34438,-0.35873,-0.28225,-0.13567,-0.30921,-0.14675,-0.15336,-0.033095,-0.035747,-0.246,0.081773,-0.088905,-0.23031,-0.25298,-0.21341,-0.17131,-0.1526,-0.18184,-0.11024,0.033449,-0.083116,-0.18384,-0.30642,-0.26123,-0.1998,-0.14215,-0.2168,-0.37385,-0.32089,-0.4291,-0.60077,-0.39189,-0.17085,-0.44439,-0.24356,-0.30432,-0.37576,-0.3384,-0.38935,-0.34015,-0.36004,-0.18233,-0.15012,-0.16182,-0.18582,-0.29251,-0.37073,-0.1753,-0.26726,-0.25145,-0.40623,-0.2994,-0.53319,-0.6094,-0.41027,-0.37179,-0.35288,-0.19844,-0.33114,-0.39858,-0.22397,-0.30032,-0.34749,-0.33398,-0.38692,-0.43676,-0.16768,-0.24245,-0.19016,-0.24826,-0.25497,-0.12333,0.03651,-0.10663,-0.10076,-0.062612,0.16731,-0.16068,0.18561,0.06872,-0.098634,0.13477,0.27506,0.1925,0.34347,0.16137,0.25322,0.21691,0.31747,0.22263,0.2781,0.32081,0.21998,0.26785,0.31332,0.32459,0.34909,0.30139,0.14724,0.14518,0.17438,-0.01035,0.077835,0.15357,0.02557,0.035012,0.02649,-0.024348,-0.013704,-0.11057,-0.11701,0.0097144,-0.076694,-0.13014,0.015509,-0.035986,-0.062905,-0.10394,-0.06796,-0.036053,0.049384,0.057638,0.13179,-0.13936,0.067879,0.022228,0.33165,-0.18651,0.038863,0.041333,0.024417,-0.21837,-0.28375,-0.22034,-0.25253,-0.22868,-0.28494,-0.38275,-0.32434,-0.27704,-0.25459,-0.22557,-0.27598,-0.29098,-0.43571,-0.16714,-0.18011,-0.13552,-0.13759,0.0028299,-0.14669,-0.29006,-0.21397,-0.013667,-0.069962,-0.029424,-0.19366,-0.11361,-0.22832,-0.074897,-0.25589,-0.30035,-0.15643,-0.094199,-0.22928,-0.24445,-0.062055,-0.1732,-0.12899,-0.32265,-0.24461,-0.11746,-0.1723,-0.29125,-0.50641,-0.45391,-0.66582,-0.56303,-0.56641,-0.58798,-0.65937,-0.57185,-0.28717,-0.31911,-0.47014,-0.46806,-0.52991,-0.42505,-0.60804,-0.65957,-0.60433,-0.31851,-0.34614,-0.18978,-0.21228,-0.043897,-0.0714,-0.17734,-0.25657,-0.27947,-0.41884,-0.41341,-0.57888,-0.28164,-0.19739,-0.49533
-0.71909,-0.38707,-0.31257,-0.13935,-0.38524,-0.19921,0.041659,-0.24221,-0.39507,-0.35197,-0.39694,-0.12135,-0.33803,-0.10067,-0.22422,-0.30141,-0.34995,-0.23077,-0.20365,-0.25907,-0.2819,-0.10298,0.084194,-0.075983,0.011575,-0.41945,-0.075553,0.0084114,-0.21546,-0.23342,-0.39336,-0.38106,-0.3178,-0.54856,-0.29308,-0.25983,-0.35187,-0.27876,-0.23166,-0.30187,-0.15685,-0.19599,-0.22027,-0.21829,-0.072924,-0.10854,-0.18845,-0.28134,-0.3093,-0.41001,-0.15271,-0.20051,-0.19418,-0.27596,-0.28859,-0.63488,-0.56984,-0.31119,-0.39875,-0.43067,-0.3684,-0.62555,-0.46972,-0.13778,-0.23353,-0.41452,-0.37325,-0.50968,-0.46571,-0.35154,-0.37571,-0.44562,-0.37683,-0.55177,-0.091768,-0.30765,-0.094367,0.13565,0.20441,0.171,-0.21662,0.15501,0.26183,0.15798,0.28869,0.38454,0.35555,0.38603,0.066507,0.090188,0.34537,0.31615,0.31281,0.31416,0.28641,0.25574,0.31972,0.36556,0.4085,0.37426,0.35472,0.11512,0.36352,0.24397,0.12751,0.11052,0.17497,0.085919,0.06733,0.066007,-0.089129,-0.045658,-0.074918,-0.031567,0.19309,-0.16777,-0.41159,0.049586,-0.022498,-0.019177,-0.095169,-0.10699,-0.083152,-0.049899,0.1372,0.4066,-0.063592,0.13612,-0.081594,0.2057,-0.28051,-0.071327,-0.042741,-0.036375,-0.11004,-0.12591,-0.27289,-0.25044,-0.23038,-0.26767,-0.32239,-0.16307,-0.36213,-0.32239,-0.32877,-0.27675,-0.29476,-0.26866,-0.072372,-0.13754,0.090725,-0.011979,-0.18287,-0.17456,-0.30993,-0.10382,0.16149,0.031966,0.11489,-0.012621,-0.021281,-0.38214,0.035684,-0.15189,-0.26798,0.0044439,0.0019888,-0.11311,-0.18641,0.14135,0.039088,-0.098463,-0.44605,-0.43177,-0.13698,-0.33868,-0.34768,-0.63732,-0.47048,-0.71028,-0.6208,-0.58792,-0.64076,-0.62408,-0.53579,-0.063759,-0.27109,-0.46918,-0.40171,-0.61717,-0.47075,-0.66973,-0.74107,-0.70228,-0.33602,-0.36537,-0.33114,-0.27972,-0.21494,-0.14096,-0.040093,-0.34196,-0.32134,-0.35751,-0.30076,-0.4236,-0.241,-0.2246,-0.20909
-0.28344,-0.21164,-0.18627,-0.039654,-0.18154,-0.090058,-0.051388,-0.1618,-0.2026,-0.10443,-0.30854,-0.34753,-0.44758,-0.22716,-0.29927,-0.37221,-0.43701,-0.32265,-0.19913,-0.25718,-0.32516,-0.17502,-0.11116,-0.24699,-0.09144,-0.30111,-0.025531,-0.15373,-0.206,-0.39861,-0.36836,-0.49207,-0.35815,-0.47783,-0.38713,-0.29208,-0.36711,-0.30256,-0.33986,-0.35406,-0.25234,-0.19372,-0.23721,-0.19594,-0.091977,-0.14197,-0.18311,-0.31646,-0.39143,-0.56115,-0.23612,-0.16916,-0.17682,-0.2312,-0.28096,-0.50025,-0.53308,-0.39844,-0.4222,-0.32589,-0.2054,-0.46668,-0.37229,-0.13325,-0.28802,-0.41488,-0.41643,-0.31262,-0.3106,-0.21079,-0.1759,-0.28922,-0.14573,-0.23527,-0.21923,-0.22772,0.0042591,-0.247,0.0061017,0.022635,-0.18129,-0.030974,0.011749,0.1378,0.13038,0.1701,0.12737,0.079144,-0.10684,0.076536,0.33874,0.31331,0.31154,0.33102,0.29954,0.32828,0.3408,0.35777,0.48286,0.50375,0.23933,-0.061589,0.053963,0.034078,0.07645,0.077283,0.12915,0.088133,0.040068,0.00072619,-0.097773,-0.076948,-0.14417,-0.063905,0.10178,-0.34823,-0.38757,0.034915,-0.057066,0.017947,-0.051071,-0.126,-0.12344,-0.094211,0.040625,0.20386,-0.1827,0.17156,-0.032389,0.19383,-0.037581,0.00028297,-0.029916,-0.064264,-0.01039,-0.094012,-0.18315,-0.0071007,-0.10666,-0.20383,-0.14133,-0.074198,-0.28487,-0.33424,-0.22071,-0.21331,-0.19409,-0.13753,-0.13109,0.19297,0.43603,0.10456,-0.2409,-0.10521,-0.13929,-0.075397,0.092721,0.036884,0.070755,-0.081473,-0.049996,-0.25258,0.26706,0.030779,0.0084983,0.14294,-0.0024098,-0.064364,-0.020589,0.053943,-0.21201,-0.074516,-0.31834,-0.25442,-0.17158,-0.23732,-0.29612,-0.46243,-0.50628,-0.594,-0.59781,-0.58684,-0.56477,-0.51342,-0.44087,-0.1732,-0.30196,-0.40324,-0.36237,-0.5294,-0.36703,-0.70229,-0.78401,-0.54967,-0.28037,-0.26994,-0.2702,-0.13204,-0.059234,-0.12663,-0.1498,-0.2236,-0.23908,-0.18975,-0.20298,-0.36806,-0.24249,-0.25459,-0.19445
0.1522,-0.067139,-0.025888,0.06012,0.021634,-0.018808,-0.17646,-0.05984,-0.0094356,0.098353,-0.34232,-0.54459,-0.56522,-0.31961,-0.37203,-0.45692,-0.51709,-0.39989,-0.16049,-0.26866,-0.36965,-0.25565,-0.33507,-0.41015,-0.18553,-0.11289,-0.10252,-0.32118,-0.21853,-0.51067,-0.34725,-0.59829,-0.38884,-0.3806,-0.56125,-0.32384,-0.3824,-0.34207,-0.46548,-0.4048,-0.33502,-0.16481,-0.25498,-0.17477,-0.10434,-0.20074,-0.1769,-0.35158,-0.4698,-0.76037,-0.28344,-0.13861,-0.14341,-0.18672,-0.26495,-0.36397,-0.50734,-0.41765,-0.4443,-0.22408,-0.043755,-0.20186,-0.29089,-0.12447,-0.3526,-0.49109,-0.43135,-0.12858,-0.15861,-0.094373,0.029314,-0.10716,0.093447,0.036792,-0.35014,-0.15095,0.048403,-0.67961,-0.18552,-0.10694,-0.21593,-0.19576,-0.23191,0.096198,-0.038538,-0.06667,-0.099857,-0.22722,-0.19431,0.044098,0.33098,0.31699,0.31654,0.3412,0.31267,0.40251,0.35358,0.35851,0.55849,0.62602,0.080824,-0.23271,-0.25726,-0.12352,-0.020749,0.038969,0.081562,0.09004,0.012554,-0.061563,-0.10823,-0.12428,-0.20479,-0.094504,-0.0030206,-0.4418,-0.43237,0.052523,-0.10621,0.070121,-0.016306,-0.14765,-0.15868,-0.13776,-0.050077,0.0020894,-0.26031,0.12767,0.04091,0.18277,0.18964,0.043085,-0.032829,-0.092123,0.076185,-0.066708,-0.032793,0.23623,0.0065296,-0.086108,0.023291,0.014671,-0.22182,-0.36379,-0.10948,-0.14819,-0.11388,-0.038981,-0.15899,0.52694,0.74646,0.23438,-0.30466,-0.028459,-0.0045175,-0.093524,0.028357,0.035058,0.020906,-0.17347,-0.078118,-0.11601,0.54876,0.19435,0.27654,0.25317,-0.006248,-0.025859,0.15168,-0.063305,-0.40538,-0.036397,-0.17206,-0.10581,-0.14619,-0.13199,-0.24673,-0.29176,-0.49359,-0.47999,-0.57574,-0.59604,-0.43831,-0.42478,-0.34697,-0.33965,-0.24749,-0.32403,-0.32303,-0.42166,-0.2911,-0.75324,-0.8239,-0.3844,-0.21734,-0.20008,-0.20814,0.045885,0.056179,-0.13198,-0.25586,-0.088773,-0.15107,-0.045519,-0.10389,-0.31625,-0.27972,-0.27135,-0.17972
0.20158,0.011037,0.13326,0.046619,0.038582,0.061877,-0.25108,-0.22839,-0.17949,-0.054199,-0.35734,-0.44988,-0.36109,-0.20811,-0.31693,-0.44707,-0.37499,-0.28303,-0.26549,-0.3982,-0.3721,-0.33377,-0.33381,-0.42672,-0.22847,-0.18529,-0.28587,-0.34919,-0.36522,-0.42097,-0.36115,-0.43468,-0.29044,-0.25518,-0.38507,-0.29768,-0.30347,-0.27149,-0.37394,-0.32556,-0.29576,-0.23843,-0.22855,-0.10813,-0.0028665,-0.059089,-0.020003,-0.34049,-0.53521,-0.78455,-0.33639,-0.34293,-0.21075,-0.45126,-0.19816,-0.225,-0.35341,-0.26857,-0.29241,-0.28554,-0.11471,-0.20208,-0.19243,-0.054671,-0.22074,-0.34072,-0.37412,-0.15557,-0.17822,-0.38169,-0.34877,-0.36941,-0.17108,-0.15881,-0.35682,-0.21085,-0.088781,-0.52441,-0.10837,-0.1163,-0.25064,-0.14507,-0.138,0.034899,-0.032193,-0.050067,-0.25754,-0.15505,-0.21729,0.13581,0.27269,0.26718,0.29855,0.24669,0.33105,0.34292,0.30842,0.4089,0.4392,0.44169,0.30074,0.074983,-0.18607,-0.14217,0.038878,-0.062383,-0.12537,0.11237,0.13572,-0.062791,-0.09453,-0.12009,-0.12563,-0.21967,-0.15408,-0.28208,-0.2415,-0.053995,-0.18549,-0.07649,-0.0050522,-0.019934,-0.073128,-0.10729,-0.049739,-0.11879,-0.27718,-0.11151,-0.047247,0.046576,0.10996,0.10385,-0.10673,-0.2101,-0.012295,-0.082651,-0.0078566,0.058303,0.10607,-0.058232,-0.035442,0.005786,-0.040604,-0.15953,0.0056406,-0.066416,-0.0099869,0.32742,-0.081329,0.34258,0.59036,0.34177,0.068079,0.026432,-0.047908,-0.081521,-0.20169,-0.10077,-0.084363,-0.035053,-0.068021,0.013336,0.34963,0.47848,0.37542,0.30416,0.11002,0.41872,0.28748,0.13959,-0.14942,0.085228,-0.27459,-0.19139,-0.13701,-0.11698,-0.17632,-0.28829,-0.33056,-0.35213,-0.38145,-0.34712,-0.31173,-0.46986,-0.40128,-0.49737,-0.33539,-0.30328,-0.31886,-0.35384,-0.37512,-0.53982,-0.56837,-0.3347,-0.18606,-0.20508,-0.19145,0.038823,-0.011207,-0.093264,-0.12588,-0.036103,-0.12787,-0.082217,-0.052131,-0.26646,-0.29835,-0.26206,-0.28656
