,0
0,-0.2919757
1,-0.1089225
2,-0.3986705
3,-0.1866661
4,-0.2446289
5,-0.2065537
6,-0.2791712
7,-0.294198
8,-0.0858604
9,-0.07029175
10,-0.2645644
11,-0.395291
12,-0.2553253
13,-0.2492161
14,-0.2190945
15,-0.3038858
16,-0.1980734
17,-0.1381967
18,0.02758666
19,-0.3795532
20,-0.1533795
21,-0.3752543
22,-0.1144662
23,0.07756375
24,-0.3257314
25,-0.041373
26,-0.266672
27,-0.2025637
28,0.07149442
29,-0.01679723
30,-0.2029834
31,-0.05678303
32,-0.3284115
33,-0.3289429
34,-0.5020214
35,-0.0309646
36,-0.1555542
37,-0.2453992
38,-0.2425851
39,-0.3140799
40,-0.208794
41,-0.1543051
42,-0.1801319
43,-0.1901609
44,-0.2660977
45,-0.03461822
46,-0.2790359
47,-0.03215296
48,-0.05288067
49,0.01366815
50,-0.267281
51,-0.04459244
52,-0.2336184
53,-0.3713554
54,-0.3195963
55,-0.2807058
56,-0.2492977
57,-0.4742323
58,-0.346139
59,-0.06999907
60,-0.1081637
61,0.02394089
62,-0.2483242
63,-0.1029138
64,-0.09160353
65,-0.2026407
66,-0.2772194
67,-0.3031581
68,-0.1985717
69,-0.4906571
70,-0.2498288
71,-0.02558121
72,-0.113043
73,-0.2632433
74,-0.1673675
75,-0.4784335
76,-0.3207797
77,-0.09875498
78,-0.1794671
79,-0.4724382
80,-0.1725114
81,-0.1641163
82,-0.3942709
83,-0.2809999
84,-0.1928685
85,-0.05690868
86,-0.2701136
87,-0.2405403
88,-0.2025222
89,-0.3968951
90,-0.4333996
91,-0.3430705
92,-0.1454552
93,-0.2057325
94,-0.4634506
95,-0.2308021
96,-0.1507242
97,-0.1979223
98,-0.3958864
99,-0.06270304
100,-0.2253037
101,-0.3652477
102,-0.3446072
103,-0.256757
104,-0.009701778
105,-0.4094679
106,-0.4477386
107,-0.02075611
108,-0.0025153
109,-0.2004054
110,-0.2872045
111,-0.2047327
112,-0.0533085
113,-0.3636713
114,-0.228282
115,-0.3799251
116,-0.2547019
117,-0.5191037
118,0.01093054
119,-0.3682286
120,-0.1990096
121,-0.3004318
122,-0.2786417
123,-0.1052331
124,-0.2612481
125,-0.1122096
126,-0.15907
127,-0.3187297
128,-0.04592146
129,-0.1098283
130,-0.2538238
131,-0.1161338
132,-0.4498867
133,0.02588026
134,-0.3068986
135,-0.263601
136,-0.09835701
137,-0.2636236
138,-0.2468242
139,-0.176919
140,-0.2173944
141,-0.2771882
142,-0.1829887
143,-0.1662776
144,-0.264515
